title
"XSEDE Utilization (%): by Node Count"
parameters
"Resource =  PSC-BLACKLIGHT"
start,end
2012-08-01,2013-01-31
---------
Day,"[32] XSEDE Utilization (%)","[128] XSEDE Utilization (%)","[64] XSEDE Utilization (%)","[256] XSEDE Utilization (%)","[48] XSEDE Utilization (%)","[16] XSEDE Utilization (%)","[96] XSEDE Utilization (%)","[1024] XSEDE Utilization (%)","[512] XSEDE Utilization (%)","[848] XSEDE Utilization (%)","[160] XSEDE Utilization (%)","[1312] XSEDE Utilization (%)","[192] XSEDE Utilization (%)","[384] XSEDE Utilization (%)","[144] XSEDE Utilization (%)","[1296] XSEDE Utilization (%)","[1440] XSEDE Utilization (%)","[304] XSEDE Utilization (%)","[720] XSEDE Utilization (%)","[112] XSEDE Utilization (%)","[224] XSEDE Utilization (%)","[1040] XSEDE Utilization (%)","[608] XSEDE Utilization (%)","[800] XSEDE Utilization (%)","[480] XSEDE Utilization (%)","[912] XSEDE Utilization (%)","[80] XSEDE Utilization (%)","[272] XSEDE Utilization (%)","[176] XSEDE Utilization (%)","[656] XSEDE Utilization (%)","[496] XSEDE Utilization (%)","[544] XSEDE Utilization (%)","[8] XSEDE Utilization (%)","[1968] XSEDE Utilization (%)","[688] XSEDE Utilization (%)","[208] XSEDE Utilization (%)","[320] XSEDE Utilization (%)","[336] XSEDE Utilization (%)","[672] XSEDE Utilization (%)","[976] XSEDE Utilization (%)","[640] XSEDE Utilization (%)","[240] XSEDE Utilization (%)","[1008] XSEDE Utilization (%)","[576] XSEDE Utilization (%)","[1200] XSEDE Utilization (%)","[400] XSEDE Utilization (%)","[368] XSEDE Utilization (%)","[560] XSEDE Utilization (%)","[464] XSEDE Utilization (%)","[448] XSEDE Utilization (%)"
2013-01-20,5.390751648,15.332899272,8.420030518,6.270977987,7.649102071,3.999792074,3.685601095,0,0,0,1.923963725,0,0,0,3.515625000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.373291117,0,0,0,0.065838826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-21,5.450846558,12.689163818,8.576226095,6.296585693,5.615926208,3.776769409,2.301052551,0,0,0,1.388572388,0,0,0,3.515625000,0,0,0,0,0.425632019,0,0,0,0,0,0,0,0,0.117766215,0,0,0,0.096966756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-22,11.455638529,22.774739583,9.363552653,6.282552083,6.709621785,2.860609334,3.117051799,0,0,0,0,0,0,0,3.515625000,0,0,0.005669454,0,0,0,0,0,0,0,0,0,0,0.057540283,0,0,0,0.033894857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-23,8.277361857,13.081814067,6.432038371,9.492766215,6.784084778,3.942116089,2.053765157,0,0,0,0,0,2.285861511,0,1.904907227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.094816996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-24,12.516664836,18.978407186,9.129828695,5.124565938,5.315633138,3.918099772,2.538791300,0.171875000,0.906250000,0,0,0,8.330837708,0,2.045532227,0,0,0,0,0,0,0,0,0,0,0,0.106088155,0,0,0,0,0,0.167100728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-25,13.703875427,27.078522949,8.121527812,4.669343160,4.048489075,3.465761515,2.880832214,0,0.080150452,0,0,0,5.416992188,0,3.515625000,0,0,0.045012309,0,0,0,0,0,0,0.004475911,0,0,0,0,0,0,0,0.138565674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-26,7.972231445,28.565248718,5.381510417,6.250000000,4.698011576,4.929719238,2.643419088,0,0,0,0,0,4.687500000,0,3.515625000,0,0,0.038999227,0,0,0,0,0,0,0.005832214,0,0,0,0,0,0,0,0.061166280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-27,6.679859517,23.989619548,7.979419861,3.622902222,3.416666667,4.528564351,2.343750000,0,8.974392395,0,0,0,4.687500000,0,3.515625000,0,0,0,0,1.378422546,0,0,0,0,0,0,0,0,0,0,0,0,0.132260946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-28,7.957935588,16.026656494,7.302336629,3.247902222,2.906548462,4.776231791,2.149278463,0,5.855468750,0,0.028799540,0,4.981553853,0,3.145019531,0,0,0,0,2.734375000,2.245035807,0,0,0,5.263807475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-29,6.166413472,15.246274618,12.933629862,0.185691528,1.690416158,4.362756856,2.343750000,0,0,0,0,0,4.687500000,0,5.850260417,0,0,0.041748047,0,2.734375000,5.468750000,0,0,0,5.487060547,0,0.016411641,0,0,0,0,0,0.042175293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-30,8.445936381,12.915581665,12.843551025,0,1.687106628,5.258278097,3.895480754,0,1.251157430,0,0,0,8.555013021,0.120985209,9.438598633,0,0,0.052829285,0,2.734375000,5.468750000,0,0,0,3.592257996,0,0.007324219,0,0,0,0,0,0.148521118,0,0,0,0,0,0,0,0,0,0,0.063639323,0,0,0,0,0,0
2013-01-31,7.776520894,15.956597188,8.392921753,0.016059062,4.361979268,5.345802511,1.019829712,0,0,0,0,0,10.358940938,0,6.594970703,0,0,0,0,1.413203532,5.468750000,0,0,0,8.465304871,0,0,0,0,0,0,0,0.102120870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
---------
