title
"XSEDE Utilization (%): by Node Count"
parameters
"Resource =  SDSC-GORDON"
start,end
2014-08-01,2015-01-31
---------
Day,"[1] XSEDE Utilization (%)","[8] XSEDE Utilization (%)","[4] XSEDE Utilization (%)","[2] XSEDE Utilization (%)","[32] XSEDE Utilization (%)","[16] XSEDE Utilization (%)","[64] XSEDE Utilization (%)","[12] XSEDE Utilization (%)","[60] XSEDE Utilization (%)","[3] XSEDE Utilization (%)","[6] XSEDE Utilization (%)","[5] XSEDE Utilization (%)","[40] XSEDE Utilization (%)","[7] XSEDE Utilization (%)","[17] XSEDE Utilization (%)","[42] XSEDE Utilization (%)","[128] XSEDE Utilization (%)","[96] XSEDE Utilization (%)","[30] XSEDE Utilization (%)","[25] XSEDE Utilization (%)","[10] XSEDE Utilization (%)","[28] XSEDE Utilization (%)","[20] XSEDE Utilization (%)","[26] XSEDE Utilization (%)","[38] XSEDE Utilization (%)","[24] XSEDE Utilization (%)","[50] XSEDE Utilization (%)","[18] XSEDE Utilization (%)","[22] XSEDE Utilization (%)","[14] XSEDE Utilization (%)","[19] XSEDE Utilization (%)","[9] XSEDE Utilization (%)","[112] XSEDE Utilization (%)","[46] XSEDE Utilization (%)","[52] XSEDE Utilization (%)","[43] XSEDE Utilization (%)","[126] XSEDE Utilization (%)","[31] XSEDE Utilization (%)","[49] XSEDE Utilization (%)","[74] XSEDE Utilization (%)","[34] XSEDE Utilization (%)","[93] XSEDE Utilization (%)","[76] XSEDE Utilization (%)","[11] XSEDE Utilization (%)","[68] XSEDE Utilization (%)","[13] XSEDE Utilization (%)","[27] XSEDE Utilization (%)","[36] XSEDE Utilization (%)","[15] XSEDE Utilization (%)","[94] XSEDE Utilization (%)","[33] XSEDE Utilization (%)","[48] XSEDE Utilization (%)","[65] XSEDE Utilization (%)","[41] XSEDE Utilization (%)","[39] XSEDE Utilization (%)","[44] XSEDE Utilization (%)","[256] XSEDE Utilization (%)","[29] XSEDE Utilization (%)","[56] XSEDE Utilization (%)","[55] XSEDE Utilization (%)","[100] XSEDE Utilization (%)","[35] XSEDE Utilization (%)","[53] XSEDE Utilization (%)","[51] XSEDE Utilization (%)","[54] XSEDE Utilization (%)","[86] XSEDE Utilization (%)","[103] XSEDE Utilization (%)"
2014-11-30,23.070836765,20.118853899,1.516516707,2.440349420,0,2.044608904,0,1.103786064,0,1.844428110,3.048488034,0.339462591,0,3.564821262,2.098022274,0,0,11.136812847,0,0,1.520235931,0,0,3.295096083,0,0,0,0,0,0.627123840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-01,13.162409238,21.754463221,5.541181013,3.604560001,0,0.241521348,0,1.929335707,0,3.470873401,3.727731471,0.636575225,0,2.841542137,2.157742446,0,0,7.646400134,0,0,0.909668948,0,0,3.305172240,0,0,0,0,0,0,0,0.314667091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.265969086,0,0,0,0,0.710005371,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-02,12.209546838,22.999568952,7.559236508,3.600899759,1.926512397,1.294511097,0,1.052559430,0,4.974494950,4.603490985,0.297252647,0,3.564821262,2.164355766,0,0,0,0,0,2.447248603,0,0,3.302643644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.724064533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-03,47.203956713,20.681468533,9.819308487,1.755400280,0,2.768064844,0,0.688562202,0,3.452319853,2.769429337,0,0,1.845104438,1.501747266,0,0,0,0,0,1.572753387,0,0,3.310191171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-04,45.140736073,10.748301538,15.968908008,0.598849291,0,4.062599481,0,1.527780541,0,3.993068425,1.022949863,0,0,2.126257037,1.976327359,0.525006565,0,0,0,0,0.040301710,0,0,3.326090831,0,0,0,0,0,0,0,0,0,0,1.202396275,0,0,0,0,0,0,0.783323486,0,0,0,0,0,0,0,2.012055143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-05,30.544247416,7.334655122,21.179240851,1.193325111,2.107299794,2.309094140,0.302255333,0.717278807,0,6.191175874,2.464041258,1.762834484,0,6.405878606,2.142987759,5.347231892,0,0,0,0,0,0,0,11.303383364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025486582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-06,32.390917497,10.569459276,23.737937397,1.566741265,4.074081442,2.027020530,0,1.191492006,0,5.800314276,1.527780541,2.192485893,0,5.005046185,2.164355766,1.174967574,0,0,0,0,0,0,0,4.816481430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-07,43.299392900,13.768049394,15.258036199,0.475592413,3.678556035,2.037040721,0.315741312,1.527780541,0,2.723242323,1.744454833,0.659710027,0,0.721556559,0.719548098,0,0,0,0,0,0,0,0,6.620382343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.879358684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-08,36.939735987,18.122306392,16.638060667,0.636755025,5.444934419,3.494750807,0.875078743,1.007132759,0,2.524507052,2.047040257,0.300413409,0,3.052574184,2.077906795,0,0,0,0,0,0.338917358,0,0.000324189,3.680557136,0,0.134671036,0,0.707818603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.868288607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-09,43.049815658,10.534082204,24.938960227,1.185285398,2.069859721,4.151955811,0.277546798,1.810013229,0,1.819208193,2.853510348,0.936251865,0,3.564821262,2.158068127,0.401599395,0,0,0,0,0,0,1.021614812,0,0,0,0,2.291670811,0,0,0,0,0,0,0.668321464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-10,40.901888606,14.476062517,21.686603109,0.500908081,4.104306995,4.046520089,0.309517032,3.670227509,0,0.838939837,3.863737525,2.673181252,0,1.063700989,2.164355766,0.081693821,0,0,0,0,0,0,0.198163514,0.259681447,0,0,0,1.381368239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-11,38.650221177,15.562165914,17.707082562,1.866739143,3.130441193,4.045246938,0.811138276,2.244475820,0,5.367359174,2.885330257,2.727496436,0,5.262742744,1.691353850,0,0,1.107782364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-12,35.787800832,17.374059427,15.560114782,1.801932271,0.577821686,6.018889541,0.332245121,1.263212815,0,13.863697773,2.899617823,0.998922099,0,4.972399590,2.162752525,0,0,0,0,0,0.041922590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-13,33.724252488,18.550132123,18.803052909,2.058616510,0,7.849161180,0,1.527780541,0,11.057961500,2.687116646,0.458989901,0,3.890472226,2.164355766,0,0,0,0,0,0.298011498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-14,45.465561115,20.939092880,13.469896424,2.871416977,0.287354765,7.065890708,0,0.220856227,0,0.597213657,3.681668192,0,0,5.042128151,0.937386494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-15,53.787979272,19.923283866,11.654153952,1.559022791,1.376747134,6.094689106,0.330264643,0.424118244,0,0.727751364,3.114293998,0,0,3.122034554,0,0,0.135991333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-16,44.387228511,18.893929891,4.939859158,1.335841307,5.574182763,7.716470588,0.426363929,1.527780541,0,0.508446790,2.951763943,0.001326198,0,5.053887121,1.397712905,0,0.264626675,5.392358014,0,0,0,0,0,0,0,0.007886471,0,0.004376455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-17,43.616534942,18.712659260,5.441486271,1.329021630,7.197873971,8.126660732,0,0.964429138,0,0.442976785,2.978535479,0.604053923,0,3.951556924,2.144365547,0,4.692361031,0.833206250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-18,45.403397090,9.739259086,6.165313546,1.311076774,6.521595284,6.456947522,0.390715716,1.257554358,0,0.350098735,3.933062358,0.638483492,0,3.738936389,0.701687156,0,14.296064937,1.288003872,0,0,0.068697076,0,0.436171928,0,0,0,0,0,0,0.284298640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-19,42.462714927,4.691748062,6.039442632,1.182762637,5.529999702,4.672603593,0,3.055561081,0,0.954690465,5.275670228,0.038931283,0,4.541516276,1.729706048,0,12.486116526,6.185530745,0,0,0.728451299,0,0.137777292,0,0,0,0,0,0,3.844395685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304200435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-20,46.444345786,19.304426684,2.678926608,1.122090487,6.039212735,1.062726962,0.074880112,1.528700027,0,0.051284092,4.224967475,0.619143077,0,2.529073584,0.437054580,0,5.147677362,4.218654738,0,0,0.095604183,0,0,0,0,1.466209559,0,0,0,0.274169402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.412400552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-21,41.790115180,15.357188692,3.589995491,1.009634798,8.148162884,0.007662476,4.389822754,0.547861406,0,0.212996313,2.998039415,1.061607087,0,5.511073359,1.592730377,0,7.796961978,2.160253403,0,0,0,0,0,0,0,2.766555929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-22,28.715239379,15.149983456,9.742188526,2.453331477,6.346843615,0.324016823,4.380203373,1.527780541,2.409437228,0.397678291,2.357025867,0.012429430,0,4.858574934,2.163053141,0,0,6.004177525,2.098001651,0,0,0,0,0,0,2.136204984,0,0,0,0.264782868,7.791514253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-23,28.405243357,13.102462784,9.752568249,2.527035681,4.074081442,5.199782205,7.256674657,0.845584091,9.648446922,2.387462120,1.627563707,0,0,0.817876856,2.164355766,0,0,2.194769905,8.786285351,0,0,0,0,0,0,1.128011299,0,0,0,2.720136068,1.167916609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.948155225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-24,28.334822223,8.535141704,10.995345806,1.052907159,2.987188194,0.748777510,11.493813649,0,26.072087735,1.486381070,1.170476172,0.393291492,0,0,1.040969948,0,0,0,0,0,0,0,0,0,0,2.238552156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.521768452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-25,19.427994490,8.999688310,25.233953928,1.734213598,0,4.691913074,12.359461663,0,16.360602194,1.387853349,1.147161604,1.273150451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004456027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-26,46.295369479,11.597705113,7.311791462,1.184106474,1.117873275,2.047225925,3.964590503,0,8.837343989,0.894794903,1.525234240,0.509901165,0.013085168,0,0,0,0,0,0,0,0,0.652312791,0.485418084,0,0,0.742883321,0,0,0,0.231218279,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213668265,0,0,0,0.010715683,0,0,0,0.018389962,0,0,0,0.015690386,0,0,0,0,0,0,0,0,0,0,0
2014-12-27,49.595995013,20.263969411,4.677554722,2.056356038,0.586686593,1.075717838,1.363496953,0.031386706,0,0.288943252,1.375807058,0,0.284101169,0,0,0,0,0,0,0,0,0.603378988,0.919261805,0,0,2.669230639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.493451895,0,0,0,1.427555319,0,0,0,0.564400558,0,0,0,0,0,0,0,0,0,0,0
2014-12-28,52.466547839,6.382032067,2.506432427,1.359630389,0,1.617160410,0,4.378470495,0,0.272768074,5.594001969,0,0.518573044,0,0,0,0,0,0,0,0,0,0,0,0,2.100768963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.268429184,0,0,0,0,0,0,0,0.010957349,0,0,0,0,0,0,0,0,0,0,0
2014-12-29,15.837825897,5.953381176,31.660163189,2.235911496,0,2.492734290,0,2.560234837,0,0.039750575,9.828491615,1.458037260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-30,12.882606245,2.363733481,5.138959863,4.807410200,10.642217437,0.011246162,0,0.146147062,0,0.207775501,4.217496535,2.530423356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005575935,0,0,0,0,0,0,0,0.090605874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-31,7.120809246,1.337727460,2.327943796,1.865651694,0.127786608,0.004456027,0.044135882,0,0,1.180170682,0,1.339010954,0.144938763,0,0,0,5.989842812,0,0,0,0,0,0.037781933,0,0,0.044418794,0.089518391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034162870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-01,7.390546294,3.347301153,2.061831812,0.837293826,0,0,0,0,0,1.474317074,0.000344812,1.204571273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012351317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-02,16.384644048,3.437965976,3.640821315,2.645350216,0,1.344234684,0.041872493,0,0,3.941885987,0.012041881,4.864974570,0,2.459262501,0.999561625,0,6.323691109,0,0,0,0,0,0,0,0,2.026218942,0,0,0.161993674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103041172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-03,28.099901099,11.547415637,2.640796946,3.000402999,0,0.011128263,0,0,0,4.465610582,0.038150285,6.520755336,0,5.347231892,2.164355766,0,16.550767239,0,0,0,0,0,0,0,0,1.163305848,0,0,0.161604634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-04,35.258741272,8.933637762,1.550272898,3.835209506,0.088271765,0.984522535,0,0,0,0.160173831,0.075124729,9.296215958,0,4.341913107,2.123849258,0,8.208708250,0,0,0,0,0,0,0,0,0,0,0,0.268001121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.558354586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-05,33.660891040,9.442084585,3.723033778,3.028556698,2.416486702,2.188097701,0,0,0,1.351077868,0.850809346,10.073758711,0,5.347231892,2.164355766,0,0.888564722,0,0,0.699827528,0,0,0,0,0,1.601163507,0,0,0.320940009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072146651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-06,25.589718216,4.462439476,8.881020045,2.479870132,4.074081442,9.795619633,0.148628512,0.160363909,0,0.738767663,2.363400472,10.906390320,0,4.170758353,1.230801985,0,6.478543967,0,0,3.182876126,0,0,0,0,0,3.067054812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-07,28.803044189,3.353855524,8.506283594,4.559251925,3.787056735,12.684657310,0.108264935,0.017028387,0,0.461030755,1.674210514,9.560188420,0,5.347231892,1.772767710,0,0,0,0,3.186891557,0.238273621,0,0,0,0,3.053156253,0,0,0.171621874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156158401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-08,22.702213823,5.023014681,7.623436246,5.111159694,4.892292798,4.278115572,1.981965161,0,0,0.627756006,3.377332186,9.350575404,0,5.076239465,1.922995020,0,3.429584403,0,0,3.182728786,1.273150451,0,0,0,0,2.491024952,0,0,0.257238291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036891888,0,0.091758174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-09,17.364369326,12.352624381,3.833668165,18.450204632,1.421118814,0,0,0,0,0.341637557,3.449972448,5.816087251,0,4.377375652,1.267150132,0,13.568011498,0,0,3.182876126,1.200504221,0,0,0,0,1.443257508,0,0,0,0.007921814,0.014082768,0.117222675,0,2.308366157,0,0,0,0,0,0,0,0,0,0,0,0.040438740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-10,21.244032207,5.585417123,9.764957860,14.985537773,4.148159933,0.014688410,3.182121685,0.004102363,0,0.734351423,2.854730417,6.201613121,1.255821447,5.347231892,2.164355766,0,0,0,0,2.809772325,1.044042319,0,0,0,0,2.457038897,0,0,0,0,0,0,0,5.856492073,0,0.161321722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-11,24.776009535,1.559432487,10.533127375,10.622463016,1.975882353,0.404248874,8.198711665,0.885281651,0,0.276030522,3.099201828,9.771761258,4.607036378,3.768375042,2.070892664,0,0,0,0,3.182876126,1.477016617,0,0,0,0,2.501033341,0,0,0,0,0,0,0,5.667172843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-12,26.488049925,3.596485011,10.799728527,3.726425829,1.271122859,2.044726770,2.202173076,1.527780541,0,0.348816699,2.977005941,9.765078710,8.511423376,5.463449608,0.372900462,0,2.659658471,0,1.030323526,2.469676109,0.756507755,0.907832926,0,0,0,2.855924029,0,0,0,0.373749229,0.482901258,0,0,5.856492073,0,0.127042445,0,0,0,0,0,0,0,0,0,0.108749726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-13,20.385749833,3.097681109,14.222493319,8.021286843,2.771129855,4.891962740,0,1.448420829,0,0.579871425,3.206137679,10.188482265,3.746775680,2.588611039,0,0,1.873511608,0,3.714991114,1.751060760,1.273150451,0.744899109,0,0,0,1.729256599,2.284008335,0,0,0,0,0,0,3.826987109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134388092,0,0,0,0,0,0
2015-01-14,18.363696181,6.109778226,14.508486542,11.265728182,1.706634606,6.819253151,0,1.527780541,0,0.180942065,4.966922391,8.596277958,0,0,0,0,11.023596783,0,4.899374697,3.182876126,1.143639818,1.547107661,0,0,0,2.915549908,2.142252448,0,0,0,0,0,0,0,0,0.341525559,0,0,0,0,0,0,0,0,0,0.119860351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022359705,0,0
2015-01-15,26.664350163,11.521622604,15.369867181,8.403131983,0.701647337,2.403708051,6.716104392,0.729833496,0,0.167008163,4.369054454,8.831877101,0,0,0,0,3.896217616,0,3.585421532,1.439588348,1.273150451,1.509025145,0,0,0,2.845880264,0,0,0,0,0,0,0,0,0,1.528754567,0,0,0,0,0,0,0,0,0,0.126143581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-16,33.462903745,14.170223431,12.562782563,6.850212490,1.997950294,0.007473857,10.205762597,0,0,0.375221343,3.051732778,8.431077835,3.589046497,0,0,0,0,0,0.886254153,2.081099982,0.880463108,0.167761145,0,0,0,1.492203048,0,0,0,0,0,0,0,0,0,0.741978555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-17,36.350399882,14.323190137,7.597313155,4.862208717,3.912674246,1.492203048,9.688863547,0,0,0.041673563,2.622185973,6.726212974,0.890792735,0,0,0,0,0,0.267405790,3.182876126,0.973856950,0,0,0,0,2.173197100,2.256821268,0,0,0,0,0,0,0,0,1.083757518,0,0,0,0,0,0,0,0,0,0,0,1.066157406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-18,27.777456650,4.989629858,4.888532329,22.053329421,3.727407282,2.031665175,5.172197279,0,0,0,1.163323519,9.318746643,0,0,0,0,0,0,1.588697242,1.444856306,1.273150451,0,0,0,0,0,1.878854728,0,0,0,0,0,0,0,0,1.163594661,0,0,0,0,0,0,0,0,0,0,0,3.517714695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-19,23.369735689,9.237956096,9.996518033,17.181887379,3.394737777,1.240284304,7.708595887,0,0,0.067375288,2.614847686,9.838513199,0,0,0,0,0,0,0.566596146,3.009733567,0.301562792,0,0,0,0,0,1.968446790,0,0,0,0,0,0,0,0,1.867238689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-20,37.460966633,2.774925766,10.281173255,4.692408210,6.909576114,0.599866087,2.383620555,0,0,0.296679398,2.782417262,9.972348764,0,0,0,0,0,0,0,3.182876126,0.402132825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.554868143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-21,30.099965088,7.069427248,4.801038546,5.689429403,9.627752326,0.397411559,0.462295053,0,0,0.232433972,2.371446054,8.853729900,0,0,0,0,0,0,5.591031351,0.181099750,1.244239326,1.794210846,0.423676189,0,0,0,0,0,0,0,0.015286658,0,0,0,0,0.592885841,6.678841168,0,0,0,0,2.959252555,0,0,0,0,0,0.433401633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-22,27.057293096,2.684590934,9.583268681,4.937289217,7.266199679,0.007733195,2.467459899,0,0,2.931565975,2.808596418,6.730788325,0,0,0,0,0,0,10.234891815,0,0.082607439,4.306584641,0.111606955,0,0,0,0,0,0.335852381,0,0,0,0,0,0,1.559612253,8.898685074,0,0,0,0,6.568762292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-23,25.943875251,3.258793624,9.935200521,5.042229837,4.540195946,0.008393377,10.360709781,0,0,4.854509406,2.625616417,9.698665645,0,0,0,0,0,0,8.807548721,0,0,4.581909328,0,0,0,0,0,0,0.299446743,0,0,0,0,0,0,3.152363252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-24,21.385413907,6.808065939,10.565899196,3.230875656,0,1.150338578,21.445889249,0,0,5.236047862,1.835193327,7.830575172,0,0,0,0,0,0,9.256643690,0,0,8.352367960,0,0,0,0,0,0,0.374008567,0,0,0,0,0,0,0.732220686,0,0,0.105490229,0.827963324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-25,45.690552262,8.301271029,11.653446690,1.398785633,0,0.306734966,10.831964033,0,0,5.290373358,1.710937390,2.586492073,0,0,0,0,0,0,5.492892671,0,0,3.182428170,0,0,0,0,0.008472916,0,0.125458367,0,0,0,0,0,0,1.290763824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-26,61.548347656,5.298734243,7.022302977,0.770453460,0.470122607,0,6.967150795,0,0,2.259603334,0.997212795,0.263898692,0,0,0,0,0,0,2.971833768,0,0,0.870328002,0,0,0,0,7.577308149,0,0,0,0,0,0,0,0,0.657389180,0,0.053993946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-27,27.439641429,16.267349825,11.690556705,1.061630627,1.737803219,3.763338439,9.529389684,0,0,1.242541792,1.045017804,1.614617060,0,0,0,0,0,0,4.155907882,0,0,4.170552063,0,0,0,0,9.439953782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118180489,0,0,0,0,0,0,0.035886928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-28,28.577268396,8.664460801,11.827508769,1.646348578,1.787738998,5.971004861,13.559995358,0,0,3.012242999,1.496959690,1.273150451,0,0,0,0,0,0,4.325617047,0,0,3.666691002,0,0,0,0,11.643285060,0,0,0,0,0,0,0,0,0,0,0,0.093071144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.097997208,0,0,0
2015-01-29,29.852853813,3.791630694,4.838855789,3.243447983,0,9.092911271,12.405577990,0,0,6.036046039,1.933402727,0.627232920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.073693894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074480760,0,0,0.109337697,0,0,0,0
2015-01-30,41.559710955,3.387594011,7.855839285,3.821741232,1.585072311,13.192054911,6.653107018,0,0,4.896028301,1.131972256,0.021263370,0,0,0,0,0,0,0.049688244,0,0.711063379,0,0.089562587,0,0,0,7.584454899,1.411870802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180551599,0.063215467,0,0,0,0,0,0,0
