title
"Number of Jobs Submitted: by Node Count"
parameters
"Resource =  TACC-STAMPEDE","Queue =  normal"
start,end
2013-02-01,2013-07-31
---------
Day,"[1] Number of Jobs Submitted","[4] Number of Jobs Submitted","[2] Number of Jobs Submitted","[8] Number of Jobs Submitted","[16] Number of Jobs Submitted","[3] Number of Jobs Submitted","[64] Number of Jobs Submitted","[6] Number of Jobs Submitted","[9] Number of Jobs Submitted","[5] Number of Jobs Submitted","[32] Number of Jobs Submitted","[10] Number of Jobs Submitted","[20] Number of Jobs Submitted","[12] Number of Jobs Submitted","[31] Number of Jobs Submitted","[7] Number of Jobs Submitted","[256] Number of Jobs Submitted","[128] Number of Jobs Submitted","[36] Number of Jobs Submitted","[40] Number of Jobs Submitted","[30] Number of Jobs Submitted","[181] Number of Jobs Submitted","[15] Number of Jobs Submitted","[48] Number of Jobs Submitted","[24] Number of Jobs Submitted","[66] Number of Jobs Submitted","[25] Number of Jobs Submitted","[13] Number of Jobs Submitted","[100] Number of Jobs Submitted","[50] Number of Jobs Submitted","[60] Number of Jobs Submitted","[11] Number of Jobs Submitted","[14] Number of Jobs Submitted","[136] Number of Jobs Submitted","[18] Number of Jobs Submitted","[45] Number of Jobs Submitted","[192] Number of Jobs Submitted","[96] Number of Jobs Submitted","[200] Number of Jobs Submitted","[17] Number of Jobs Submitted","[63] Number of Jobs Submitted","[150] Number of Jobs Submitted","[80] Number of Jobs Submitted","[144] Number of Jobs Submitted","[250] Number of Jobs Submitted","[160] Number of Jobs Submitted","[22] Number of Jobs Submitted","[39] Number of Jobs Submitted","[120] Number of Jobs Submitted","[26] Number of Jobs Submitted","[132] Number of Jobs Submitted","[27] Number of Jobs Submitted","[61] Number of Jobs Submitted","[125] Number of Jobs Submitted","[21] Number of Jobs Submitted","[240] Number of Jobs Submitted","[54] Number of Jobs Submitted","[90] Number of Jobs Submitted","[101] Number of Jobs Submitted","[51] Number of Jobs Submitted","[162] Number of Jobs Submitted","[224] Number of Jobs Submitted","[28] Number of Jobs Submitted","[72] Number of Jobs Submitted","[135] Number of Jobs Submitted","[52] Number of Jobs Submitted","[75] Number of Jobs Submitted","[106] Number of Jobs Submitted","[35] Number of Jobs Submitted","[183] Number of Jobs Submitted","[104] Number of Jobs Submitted","[216] Number of Jobs Submitted","[105] Number of Jobs Submitted","[44] Number of Jobs Submitted","[49] Number of Jobs Submitted","[204] Number of Jobs Submitted","[169] Number of Jobs Submitted","[19] Number of Jobs Submitted","[34] Number of Jobs Submitted","[251] Number of Jobs Submitted","[41] Number of Jobs Submitted","[76] Number of Jobs Submitted","[153] Number of Jobs Submitted","[77] Number of Jobs Submitted","[130] Number of Jobs Submitted","[180] Number of Jobs Submitted","[23] Number of Jobs Submitted","[70] Number of Jobs Submitted","[156] Number of Jobs Submitted","[42] Number of Jobs Submitted","[252] Number of Jobs Submitted","[81] Number of Jobs Submitted","[151] Number of Jobs Submitted","[170] Number of Jobs Submitted","[171] Number of Jobs Submitted","[38] Number of Jobs Submitted","[108] Number of Jobs Submitted","[112] Number of Jobs Submitted","[208] Number of Jobs Submitted","[73] Number of Jobs Submitted","[29] Number of Jobs Submitted","[65] Number of Jobs Submitted","[123] Number of Jobs Submitted","[202] Number of Jobs Submitted","[139] Number of Jobs Submitted","[69] Number of Jobs Submitted","[225] Number of Jobs Submitted","[88] Number of Jobs Submitted","[94] Number of Jobs Submitted","[113] Number of Jobs Submitted","[127] Number of Jobs Submitted","[210] Number of Jobs Submitted","[220] Number of Jobs Submitted","[47] Number of Jobs Submitted","[196] Number of Jobs Submitted","[33] Number of Jobs Submitted","[58] Number of Jobs Submitted","[84] Number of Jobs Submitted","[102] Number of Jobs Submitted","[114] Number of Jobs Submitted","[121] Number of Jobs Submitted","[255] Number of Jobs Submitted","[37] Number of Jobs Submitted","[56] Number of Jobs Submitted","[78] Number of Jobs Submitted","[99] Number of Jobs Submitted","[140] Number of Jobs Submitted","[155] Number of Jobs Submitted","[161] Number of Jobs Submitted","[245] Number of Jobs Submitted","[55] Number of Jobs Submitted","[201] Number of Jobs Submitted","[165] Number of Jobs Submitted","[168] Number of Jobs Submitted","[67] Number of Jobs Submitted","[85] Number of Jobs Submitted","[93] Number of Jobs Submitted","[110] Number of Jobs Submitted","[116] Number of Jobs Submitted","[117] Number of Jobs Submitted","[142] Number of Jobs Submitted","[53] Number of Jobs Submitted","[68] Number of Jobs Submitted","[124] Number of Jobs Submitted","[203] Number of Jobs Submitted","[205] Number of Jobs Submitted","[213] Number of Jobs Submitted","[253] Number of Jobs Submitted","[43] Number of Jobs Submitted","[46] Number of Jobs Submitted","[57] Number of Jobs Submitted","[111] Number of Jobs Submitted","[133] Number of Jobs Submitted","[149] Number of Jobs Submitted","[185] Number of Jobs Submitted","[190] Number of Jobs Submitted","[197] Number of Jobs Submitted","[236] Number of Jobs Submitted","[241] Number of Jobs Submitted","[243] Number of Jobs Submitted","[71] Number of Jobs Submitted","[95] Number of Jobs Submitted","[118] Number of Jobs Submitted","[129] Number of Jobs Submitted","[138] Number of Jobs Submitted","[164] Number of Jobs Submitted","[187] Number of Jobs Submitted","[195] Number of Jobs Submitted","[234] Number of Jobs Submitted","[689] Number of Jobs Submitted","[720] Number of Jobs Submitted","[861] Number of Jobs Submitted","[1024] Number of Jobs Submitted","[91] Number of Jobs Submitted","[188] Number of Jobs Submitted"
2013-03-27,706,83,358,214,57,42,8,30,2,2,33,24,4,8,0,0,8,11,6,7,0,1,0,1,16,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,8,1,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-03-28,840,173,448,249,111,113,94,40,58,32,60,140,20,16,0,0,6,6,5,45,15,1,6,3,1,0,0,0,0,3,2,1,3,1,3,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,6,0,0,0,4,1,4,0,0,0,0,0,0,0,0,0,2,0,0,0,1,4,0,2,2,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2013-03-29,787,92,374,113,77,112,86,42,3,72,33,31,8,27,0,6,8,12,7,9,2,0,6,1,11,0,0,0,0,3,7,6,1,0,4,2,0,2,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-03-30,506,69,299,33,76,66,19,27,1,140,9,4,7,21,0,0,4,3,1,12,12,0,15,0,0,19,1,0,5,0,2,7,1,0,0,1,0,5,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-03-31,4667,101,451,58,32,21,22,12,8,79,11,2,9,22,0,1,1,0,7,16,1,0,14,0,1,0,9,13,14,6,6,1,2,0,0,0,0,17,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-04-01,3172,120,723,330,79,6,35,37,4,22,12,1,8,19,0,4,2,5,0,3,2,0,1,0,0,3,0,2,1,0,0,0,0,0,2,5,0,2,0,0,0,0,0,22,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-04-02,385,37,264,372,55,173,6,5,12,34,1,2,21,5,0,0,1,1,0,4,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-04-03,1688,336,238,859,271,858,29,51,31,83,18,10,18,43,0,2,9,7,5,12,9,8,0,0,0,0,12,1,1,2,0,2,1,0,0,2,0,1,1,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-04-04,1896,166,317,806,370,826,22,46,59,52,31,9,24,60,0,7,12,38,0,14,8,23,1,2,2,3,1,0,0,0,1,0,1,1,1,0,0,0,2,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-04-05,6868,370,377,798,780,926,34,15,17,92,56,9,39,43,0,2,14,18,6,18,4,21,5,2,6,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0,0,2,0,26,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-04-06,560,444,202,741,505,859,15,31,44,13,9,27,20,40,0,3,2,12,33,10,17,36,1,7,0,5,3,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-04-07,412,703,226,679,557,851,15,46,78,2,2,10,14,35,0,0,2,7,9,5,9,39,1,4,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-04-08,805,643,228,612,576,737,26,72,83,10,29,11,31,34,0,6,2,6,1,10,8,24,0,3,7,1,5,1,2,0,0,6,1,0,1,0,9,1,4,0,2,0,0,0,1,3,0,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-04-09,559,559,265,577,557,607,28,89,89,15,17,28,28,33,4,14,8,18,1,8,8,30,1,1,3,9,2,16,6,1,0,0,0,0,5,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,3,0,0,0,0,8,0,2,0,0,0,0,0,1,2,0,0,0,1,3,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2013-04-10,947,723,211,802,422,698,38,58,184,140,67,16,42,22,0,62,32,13,0,27,13,19,0,5,3,28,1,20,17,0,0,0,0,0,6,1,0,0,2,0,6,0,4,0,0,5,0,0,1,0,0,0,0,0,0,27,2,6,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-04-11,2547,785,1152,729,391,670,77,40,235,78,36,32,40,19,0,12,8,7,0,12,6,30,0,1,4,43,0,4,4,0,1,0,1,0,7,0,0,0,3,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,18,0,6,0,1,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-04-12,2139,648,421,630,346,562,14,67,78,36,16,18,25,27,4,9,8,7,0,7,2,22,0,3,7,19,0,0,3,0,0,0,0,0,2,0,0,0,2,4,0,0,1,0,0,0,0,0,0,0,3,0,0,2,0,8,0,0,0,2,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-04-13,430,681,149,756,448,700,81,57,116,6,38,50,4,37,0,4,16,13,0,9,3,16,0,1,5,0,0,0,2,1,1,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-04-14,451,245,109,391,226,401,6,3,109,3,30,13,4,16,0,0,9,11,0,5,6,22,0,0,3,0,0,0,3,0,3,0,0,1,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,3,0,0,0,0,2,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-04-15,227,320,70,626,384,583,20,14,191,11,6,25,8,17,0,4,9,10,15,2,10,21,4,0,1,0,1,0,0,1,1,0,0,3,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,0,0,3,0,2,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-04-16,199,116,76,217,130,177,12,0,67,0,5,13,2,3,0,9,6,3,7,0,0,17,0,0,2,0,1,0,5,0,0,0,0,0,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-04-17,207,339,164,460,219,287,70,36,104,0,44,17,6,7,0,1,0,10,0,2,2,22,0,8,3,0,0,0,2,0,4,0,0,0,0,2,0,0,0,0,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-04-18,631,472,245,592,408,120,75,48,142,4,48,27,24,21,0,3,40,23,0,7,7,65,2,0,4,0,1,0,2,0,0,0,2,0,2,0,11,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,6,0,0,0,1,2,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-04-19,744,470,233,836,466,48,191,106,183,4,33,24,4,15,26,13,5,13,0,5,10,36,1,35,3,0,0,0,16,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-04-20,389,556,138,843,428,51,329,139,179,8,22,2,7,11,38,3,10,12,0,3,7,32,1,1,2,0,2,0,14,0,0,1,2,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-04-21,410,506,224,831,443,50,385,203,239,1,21,2,4,12,35,14,5,4,0,3,5,18,0,4,12,0,0,0,8,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-04-22,576,300,722,389,212,26,212,102,103,18,50,3,15,8,2,18,7,23,1,8,8,22,0,30,2,0,3,0,15,0,0,1,2,4,1,0,0,0,0,0,0,0,4,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-04-23,272,101,733,210,48,11,92,77,7,2,26,13,9,11,0,8,6,8,0,6,3,10,0,16,2,3,2,0,2,1,0,0,0,0,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-04-24,308,124,305,242,64,21,113,57,26,0,37,4,5,4,0,2,5,1,2,3,5,10,0,3,3,5,1,2,3,0,0,1,0,0,2,2,0,0,0,0,0,0,1,2,5,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-04-25,657,120,588,44,41,29,10,14,8,4,40,13,7,4,0,0,7,1,2,5,3,7,2,2,1,4,2,0,2,0,1,0,2,0,2,1,1,0,0,0,0,0,4,2,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-04-26,491,297,119,99,78,76,10,15,23,3,15,4,20,9,0,1,3,1,0,4,1,2,2,2,3,5,2,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
