title
"Number of Jobs Submitted: by Node Count"
parameters
"Resource =  TACC-STAMPEDE","Queue =  normal"
start,end
2014-08-01,2015-01-31
---------
Day,"[1] Number of Jobs Submitted","[5] Number of Jobs Submitted","[2] Number of Jobs Submitted","[4] Number of Jobs Submitted","[8] Number of Jobs Submitted","[16] Number of Jobs Submitted","[3] Number of Jobs Submitted","[74] Number of Jobs Submitted","[24] Number of Jobs Submitted","[32] Number of Jobs Submitted","[64] Number of Jobs Submitted","[6] Number of Jobs Submitted","[9] Number of Jobs Submitted","[10] Number of Jobs Submitted","[30] Number of Jobs Submitted","[12] Number of Jobs Submitted","[256] Number of Jobs Submitted","[7] Number of Jobs Submitted","[60] Number of Jobs Submitted","[128] Number of Jobs Submitted","[20] Number of Jobs Submitted","[13] Number of Jobs Submitted","[14] Number of Jobs Submitted","[25] Number of Jobs Submitted","[18] Number of Jobs Submitted","[15] Number of Jobs Submitted","[17] Number of Jobs Submitted","[80] Number of Jobs Submitted","[11] Number of Jobs Submitted","[48] Number of Jobs Submitted","[40] Number of Jobs Submitted","[23] Number of Jobs Submitted","[240] Number of Jobs Submitted","[36] Number of Jobs Submitted","[100] Number of Jobs Submitted","[21] Number of Jobs Submitted","[120] Number of Jobs Submitted","[50] Number of Jobs Submitted","[82] Number of Jobs Submitted","[250] Number of Jobs Submitted","[19] Number of Jobs Submitted","[63] Number of Jobs Submitted","[96] Number of Jobs Submitted","[57] Number of Jobs Submitted","[77] Number of Jobs Submitted","[216] Number of Jobs Submitted","[33] Number of Jobs Submitted","[121] Number of Jobs Submitted","[157] Number of Jobs Submitted","[22] Number of Jobs Submitted","[168] Number of Jobs Submitted","[38] Number of Jobs Submitted","[90] Number of Jobs Submitted","[34] Number of Jobs Submitted","[225] Number of Jobs Submitted","[93] Number of Jobs Submitted","[70] Number of Jobs Submitted","[68] Number of Jobs Submitted","[27] Number of Jobs Submitted","[160] Number of Jobs Submitted","[65] Number of Jobs Submitted","[98] Number of Jobs Submitted","[75] Number of Jobs Submitted","[150] Number of Jobs Submitted","[28] Number of Jobs Submitted","[62] Number of Jobs Submitted","[61] Number of Jobs Submitted","[53] Number of Jobs Submitted","[45] Number of Jobs Submitted","[52] Number of Jobs Submitted","[102] Number of Jobs Submitted","[29] Number of Jobs Submitted","[127] Number of Jobs Submitted","[31] Number of Jobs Submitted","[192] Number of Jobs Submitted","[43] Number of Jobs Submitted","[72] Number of Jobs Submitted","[108] Number of Jobs Submitted","[54] Number of Jobs Submitted","[140] Number of Jobs Submitted","[26] Number of Jobs Submitted","[41] Number of Jobs Submitted","[125] Number of Jobs Submitted","[42] Number of Jobs Submitted","[55] Number of Jobs Submitted","[76] Number of Jobs Submitted","[147] Number of Jobs Submitted","[129] Number of Jobs Submitted","[126] Number of Jobs Submitted","[234] Number of Jobs Submitted","[252] Number of Jobs Submitted","[35] Number of Jobs Submitted","[46] Number of Jobs Submitted","[144] Number of Jobs Submitted","[151] Number of Jobs Submitted","[118] Number of Jobs Submitted","[113] Number of Jobs Submitted","[49] Number of Jobs Submitted","[56] Number of Jobs Submitted","[37] Number of Jobs Submitted","[44] Number of Jobs Submitted","[135] Number of Jobs Submitted","[179] Number of Jobs Submitted","[39] Number of Jobs Submitted","[47] Number of Jobs Submitted","[116] Number of Jobs Submitted","[224] Number of Jobs Submitted","[79] Number of Jobs Submitted","[200] Number of Jobs Submitted","[81] Number of Jobs Submitted","[94] Number of Jobs Submitted","[85] Number of Jobs Submitted","[71] Number of Jobs Submitted","[188] Number of Jobs Submitted","[78] Number of Jobs Submitted","[153] Number of Jobs Submitted","[51] Number of Jobs Submitted","[112] Number of Jobs Submitted","[138] Number of Jobs Submitted","[101] Number of Jobs Submitted","[133] Number of Jobs Submitted","[176] Number of Jobs Submitted","[512] Number of Jobs Submitted","[255] Number of Jobs Submitted","[84] Number of Jobs Submitted","[114] Number of Jobs Submitted","[154] Number of Jobs Submitted","[59] Number of Jobs Submitted","[123] Number of Jobs Submitted","[132] Number of Jobs Submitted","[172] Number of Jobs Submitted","[203] Number of Jobs Submitted","[207] Number of Jobs Submitted","[208] Number of Jobs Submitted","[86] Number of Jobs Submitted","[92] Number of Jobs Submitted","[95] Number of Jobs Submitted","[117] Number of Jobs Submitted","[119] Number of Jobs Submitted","[122] Number of Jobs Submitted","[124] Number of Jobs Submitted","[210] Number of Jobs Submitted","[89] Number of Jobs Submitted","[105] Number of Jobs Submitted","[107] Number of Jobs Submitted","[137] Number of Jobs Submitted","[152] Number of Jobs Submitted","[155] Number of Jobs Submitted","[162] Number of Jobs Submitted","[180] Number of Jobs Submitted","[187] Number of Jobs Submitted","[197] Number of Jobs Submitted","[204] Number of Jobs Submitted","[205] Number of Jobs Submitted","[220] Number of Jobs Submitted","[235] Number of Jobs Submitted","[66] Number of Jobs Submitted","[69] Number of Jobs Submitted","[109] Number of Jobs Submitted","[183] Number of Jobs Submitted","[211] Number of Jobs Submitted","[251] Number of Jobs Submitted","[83] Number of Jobs Submitted","[88] Number of Jobs Submitted","[99] Number of Jobs Submitted","[103] Number of Jobs Submitted","[143] Number of Jobs Submitted","[169] Number of Jobs Submitted","[171] Number of Jobs Submitted","[175] Number of Jobs Submitted","[184] Number of Jobs Submitted","[189] Number of Jobs Submitted","[236] Number of Jobs Submitted","[244] Number of Jobs Submitted","[248] Number of Jobs Submitted","[358] Number of Jobs Submitted","[58] Number of Jobs Submitted","[104] Number of Jobs Submitted"
2014-09-23,1293,749,305,321,187,116,31,0,8,26,29,14,4,25,2,12,20,88,7,46,37,1,1,9,6,5,6,0,0,0,2,4,0,6,0,2,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,8,0,0,0,3,0,0,1,5,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-09-24,647,89,170,147,81,68,28,0,3,24,17,9,1,18,0,31,13,1,1,11,16,0,0,5,9,1,0,2,0,2,0,2,0,1,0,0,0,0,0,0,3,0,1,0,1,1,1,0,3,0,0,6,0,0,0,1,0,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-09-25,1429,30,227,214,324,82,44,0,1,33,26,20,1,5,1,7,12,107,4,18,5,1,2,2,0,0,0,1,0,1,2,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-09-26,1092,253,339,401,80,101,67,0,2,50,49,27,2,16,0,8,17,176,0,24,9,1,1,0,1,1,1,14,0,0,5,1,1,1,2,0,0,0,12,0,1,0,3,2,0,0,4,0,2,0,0,5,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-09-27,974,1692,377,130,25,89,36,0,7,32,15,18,2,45,1,6,1,191,0,10,6,2,2,1,5,3,0,9,1,0,0,0,0,1,0,1,0,4,1,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-09-28,1795,290,508,211,89,88,58,0,23,21,3,30,5,18,0,19,1,223,0,20,3,4,1,0,2,9,2,2,0,4,16,0,0,0,0,24,0,3,0,0,2,0,0,0,0,0,9,0,2,0,0,1,0,0,0,0,4,0,0,0,13,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-09-29,1272,1770,305,149,97,148,74,0,23,83,58,18,5,39,0,7,11,106,18,31,2,15,0,0,1,10,5,22,0,0,10,3,0,0,5,56,0,0,1,0,3,0,0,0,0,1,4,0,4,0,0,13,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2014-09-30,148,282,32,29,10,2,11,0,8,7,50,0,0,8,0,0,6,0,1,2,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-10-01,526,45,131,233,42,48,58,0,2,33,37,1,13,3,2,5,10,1,0,3,6,1,0,0,1,0,1,13,3,0,0,4,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-10-02,871,9,375,246,50,94,39,0,8,82,6,7,29,32,1,15,16,8,1,17,1,4,0,1,0,2,1,2,0,1,3,4,0,0,0,2,1,0,0,0,4,0,1,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-10-03,702,86,410,167,44,85,39,0,10,11,19,4,0,5,0,6,2,33,5,24,1,1,0,0,1,0,1,1,1,1,3,3,0,0,2,2,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-10-04,939,133,212,82,99,48,28,0,3,5,18,24,1,3,2,17,0,1,1,11,0,1,0,3,2,1,0,0,0,1,0,1,1,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-10-05,1147,443,242,92,59,27,32,0,3,7,18,20,54,15,4,24,3,2,0,22,6,1,0,1,1,2,0,0,0,1,0,1,0,0,7,12,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-10-06,4468,1424,542,172,156,111,73,0,8,45,36,58,0,57,19,45,6,17,1,5,8,8,6,2,3,3,2,2,1,3,48,1,0,0,1,14,0,8,0,0,9,1,2,0,0,2,1,0,0,1,0,1,0,0,0,0,0,0,2,2,1,0,4,0,1,0,1,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-10-07,2007,1584,696,161,73,106,54,0,5,62,27,41,18,73,3,35,11,3,0,23,23,7,8,2,11,5,10,1,3,3,9,4,0,1,3,28,0,0,0,0,13,0,3,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,9,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-10-08,728,13,159,81,24,20,10,0,5,21,8,4,2,8,2,2,3,7,0,9,2,2,5,0,2,2,1,0,1,1,0,14,1,1,2,1,0,2,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-10-09,624,17,265,68,25,24,26,0,3,56,17,8,0,7,1,5,11,2,0,6,5,2,5,1,3,0,1,1,7,3,2,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,3,0,0,0,1,0,3,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-10-10,884,46,326,214,64,65,109,0,10,29,18,31,22,28,8,35,7,19,7,4,19,13,14,3,12,13,12,4,10,8,6,1,4,3,0,2,0,0,0,0,11,0,0,1,0,2,0,0,2,2,3,0,12,11,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,2,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-10-11,641,6,233,71,47,61,35,0,2,31,13,4,41,5,0,25,21,3,1,19,0,13,1,0,1,15,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-10-12,1346,29,256,209,66,55,59,0,5,41,24,32,13,12,4,60,14,7,0,12,5,85,6,2,6,7,5,0,2,14,3,0,2,4,0,3,0,0,0,0,4,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-10-13,1069,60,311,210,55,81,62,0,5,37,22,13,7,10,1,31,22,3,0,11,11,6,2,4,3,24,4,0,1,4,0,4,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,4,0,0,0,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-10-14,662,63,189,98,63,61,56,0,13,12,29,46,2,18,2,24,14,13,0,11,12,2,3,1,3,0,0,1,1,14,0,0,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,10,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-10-15,668,56,532,130,96,232,20,0,0,28,47,26,8,6,1,10,46,16,0,18,14,7,5,2,0,1,0,2,0,7,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-10-16,359,53,265,49,90,385,5,0,6,10,14,7,3,2,1,3,11,2,0,20,5,0,1,3,0,0,1,1,0,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-10-17,524,51,158,56,90,225,13,0,2,13,19,1,31,11,2,4,17,0,2,5,1,0,1,1,2,1,5,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-10-18,673,929,213,214,54,39,8,0,5,42,20,16,23,73,5,14,9,10,0,14,2,9,6,0,1,2,0,0,0,4,0,3,7,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-10-19,350,70,49,85,41,74,39,0,2,34,11,7,1,25,0,4,2,10,0,0,1,4,1,1,0,2,0,0,0,7,0,1,1,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-10-20,993,53,213,124,161,91,43,0,19,73,28,22,28,7,3,3,25,10,0,43,2,6,13,18,0,1,1,0,0,14,3,6,6,0,0,0,16,0,0,0,1,0,0,5,0,0,0,0,0,0,2,4,6,1,0,0,0,0,3,0,0,0,2,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-10-21,397,0,121,22,29,34,1,0,2,37,13,1,9,0,0,6,16,2,0,7,0,0,2,0,0,1,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-10-22,675,49,296,129,57,56,55,0,4,14,14,9,1,9,1,9,11,13,6,19,0,2,1,3,2,0,0,0,0,0,0,1,0,6,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,3,2,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
