title
"Wall Hours: Per Job: by Node Count"
parameters
"Resource =  SDSC-GORDON"
start,end
2016-02-01,2016-07-31
---------
Day,"[43] Wall Hours: Per Job","[7] Wall Hours: Per Job","[25] Wall Hours: Per Job","[26] Wall Hours: Per Job","[38] Wall Hours: Per Job","[40] Wall Hours: Per Job","[44] Wall Hours: Per Job","[72] Wall Hours: Per Job","[24] Wall Hours: Per Job","[20] Wall Hours: Per Job","[52] Wall Hours: Per Job","[6] Wall Hours: Per Job","[15] Wall Hours: Per Job","[10] Wall Hours: Per Job","[64] Wall Hours: Per Job","[34] Wall Hours: Per Job","[12] Wall Hours: Per Job","[48] Wall Hours: Per Job","[86] Wall Hours: Per Job","[1] Wall Hours: Per Job","[30] Wall Hours: Per Job","[23] Wall Hours: Per Job","[9] Wall Hours: Per Job","[2] Wall Hours: Per Job","[13] Wall Hours: Per Job","[3] Wall Hours: Per Job","[4] Wall Hours: Per Job","[16] Wall Hours: Per Job","[32] Wall Hours: Per Job","[11] Wall Hours: Per Job","[60] Wall Hours: Per Job","[8] Wall Hours: Per Job","[33] Wall Hours: Per Job","[31] Wall Hours: Per Job","[36] Wall Hours: Per Job","[14] Wall Hours: Per Job","[5] Wall Hours: Per Job","[22] Wall Hours: Per Job","[56] Wall Hours: Per Job","[28] Wall Hours: Per Job","[35] Wall Hours: Per Job","[29] Wall Hours: Per Job","[18] Wall Hours: Per Job","[108] Wall Hours: Per Job","[19] Wall Hours: Per Job","[63] Wall Hours: Per Job","[21] Wall Hours: Per Job","[17] Wall Hours: Per Job","[90] Wall Hours: Per Job","[55] Wall Hours: Per Job","[128] Wall Hours: Per Job","[100] Wall Hours: Per Job","[42] Wall Hours: Per Job","[46] Wall Hours: Per Job","[50] Wall Hours: Per Job","[27] Wall Hours: Per Job"
2016-06-18,0,0,24.00000000,0,0,0,0,0,0,17.95803333,0,18.43195000,17.57460000,17.51500000,3.04810000,0,11.99735000,0,0,10.97784631,11.03640000,0,0,2.29612222,0,7.96646667,6.90111136,6.26246667,0,0,0,7.17218571,0,0,0,22.46750000,2.92272727,0,0,0,0,0,5.64305000,0,0,0,1.49750000,0,0,0,0,0,0,0,0,0
2016-06-19,0,0,19.46562500,0,0,0,0,0,0,15.42156000,0,21.24230000,0,12.14260000,0,0,10.06140000,0,0,14.25236442,0,0,0,0.95419091,0,0,4.37187143,7.88035000,0,0,0,12.51635000,0,0,0,0,3.51833333,0,0,0,0,0,5.26145000,0,0,0,1.24147143,0,0,0,0,0,0,0,0,0
2016-06-20,0,0.01060000,6.52852857,0,0,0,0,0,0,6.32852000,0,5.50332500,0.04220000,0.03560000,0,0,4.02683333,0,0,3.58787729,0,1.22560000,0.02265000,1.62912292,0.03830000,6.33945000,1.91643504,2.77806667,0,0.03810000,1.35015000,2.61591667,0,0,0,0.04060000,3.67360000,0,0,0,0,0,0,0,0,0,1.64380000,0,0,0,0,0,0,0,0,0
2016-06-21,0,0,20.57222857,0,0,0,0,0,0,15.78900833,0,21.34340000,0,4.86890000,0,0,6.87901429,0,0,5.10424175,0,24.00000000,0,2.54578846,0,4.07110000,3.63159661,4.76667000,0,0,0.20000000,7.82348421,0,0,0,0,5.47343333,0,0,0,0.03110000,0,1.20483333,0,0,0,1.38763571,0,0,0,0,0,0,0,0,0
2016-06-22,0,5.88765000,10.53486000,3.63125000,0,0,0,0,0,8.70046667,0,9.52658571,0,24.00000000,0,0,16.20943333,0,0,7.66111793,2.66590000,24.00000000,0,4.91517541,0.00415000,1.03434000,8.05919180,4.19268333,3.09436154,0,0,5.74513750,0,5.66080000,0,0,5.95520000,0,0,0,0,0,0.00679231,0,0,0,1.44284615,0,0,0,0,0,0,0,0,0
2016-06-23,0,1.33860000,1.12448889,17.50110000,0,0,0,0,0,5.45017500,0,0,0,19.06310000,7.76478000,0,7.27296667,0,0,6.47752244,9.69988571,1.83140000,0,10.08882200,0,5.79715000,6.67046774,6.31956667,12.27371667,0,0,8.74638462,0,8.57670000,0,0,4.42677500,0,0,0,0,0,0,0,0,0,1.59961000,15.53360000,0,0,0,0,0,0,0,0
2016-06-24,0,0,6.56251250,0,0,0,0,0,0,4.50027500,0,1.84297333,0,0,6.73082000,0,2.77842500,0,0,4.54617940,9.42242500,1.67060000,0,5.02987956,0,2.37103333,4.95428387,1.03033735,0,0,0,8.69194615,0,0,0,0,7.90510000,0,0,0,0,0,0.79399231,0,0.01617500,0,0,3.97610000,0,0,0,0,0,0,0,0
2016-06-25,0,0,14.29263333,0,0,0,0,0,0,12.56604667,0,0.02405000,0,0,5.35010000,0,2.53055517,0,0,8.03402734,0.00420000,24.00000000,0,17.62130417,0,0,10.73816136,4.10458286,0,0,0,7.03918571,0,0,0,0,11.87344000,0,0,0,0,0,3.99338333,0,1.82173750,0,0,0,0,0,0,0,0,0,0,0
2016-06-26,0,0,14.66566250,0,0,0,0,0,0,13.27285333,0,0.00594000,0,0,0,0,8.79270000,0,0,4.98544515,3.25470000,22.42720000,0,13.84255128,0,0,7.48638537,2.57413636,0,0,0,16.24541667,0,0,0,0,1.07067500,0,0,0,0,0,2.53937143,0,4.04920000,0,0,0,0,0,0,0,0,0,0,0
2016-06-27,0,7.75375000,19.52638750,0,0,0,0,0,0,14.29085714,0,3.96417500,0,3.29922500,0,0,4.79306000,0,0,4.20615889,24.00000000,22.69670000,0,1.09862963,0,0.49380000,4.68733418,2.21288824,0,0,0.21190000,5.16872000,0,0,0,0,4.74210000,0,0,0,0,0,5.47500000,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-28,0,24.00000000,9.70505000,0,0,0,0,0,0,15.76354615,0,13.09766667,0,4.14922500,0,0,10.27951429,0,0,5.18646811,11.22765000,24.00000000,0,1.63984063,0,0,4.98622813,11.65208000,0,0,0,12.93206667,0,0,0,0,24.00000000,0,0,0,0,0,1.23811000,0,0,0,0,0.02021200,0,0,0,0,0,0,0,0
2016-06-29,0,16.25165000,12.25830476,0,0,0,0,0,0,13.55700769,0,6.67583333,0,8.82900000,0,0,10.70498000,0,0,3.83093910,24.00000000,4.25810000,0.55190000,1.73287312,0,1.48150000,3.78215306,4.83163235,0.02280000,0,0,8.54267692,0,0,0,0,7.30760000,0,0,0,0,0,4.93707500,0,0,0,0,1.74696667,0,0,0,0,0,0,0,0
2016-06-30,0,0.05420000,14.84007273,0,0,0,0,0,0,14.84475000,0,7.60566000,0,3.87040000,0.07420000,0,6.29415000,0,0,4.97250873,22.40970000,0,1.07296667,6.50822879,0,3.12585000,3.91745172,3.75605476,0,0,0,5.94764000,0,0,0,0,1.84276667,0,0,0,0,0,4.06530000,0,0,0,0,0.01330000,0,0,0,0,0,0,0,0
2016-07-01,0,0,11.98487500,0,0,0,0,0,0,5.61401000,0,5.80855000,0,4.82020000,0,0,12.19000000,0,0,5.81314828,5.07000000,0,8.38140000,11.90383636,0,0.00780000,3.63295745,4.29468837,0,0,0,11.25071000,0,0,0,0,0.44945000,0,0,0,0,0,0.49253846,0,0,0,0,0.01830000,0,0,0,0,0,0,0,0
2016-07-02,0,0,11.91068421,0.04280000,0,0,0,0,0,10.33400000,0,1.35390000,0,1.81390000,22.47670000,0,19.70765000,0,0,9.90773527,0,20.72830000,8.99810000,12.41415167,0,12.99415000,6.68252963,3.86283455,0,0,0,6.86414286,0,0,0,0,2.26430000,0,0,0,0,0,6.45810000,0,0,0,0,0,0,0,0,0,0.07280000,0.08530000,0,0
2016-07-03,0,0,10.13168333,0,0,0,0,0,0.12152500,7.09594000,0,0.30540000,0,18.50472500,14.39026667,0,1.30503333,0,0,8.19636113,0,12.00210000,0,3.61512667,0,8.27101667,10.66134211,9.07502273,2.83670000,0,0,3.76767778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09560000,0.05655000,0,0
2016-07-04,0,0,10.78751500,0,0,0.01170000,0.01060000,0.01250000,0.01190000,6.52276667,0,2.07110000,0,19.89750000,5.17660000,0,3.85159000,0.01220000,0,5.91225403,0,3.46835000,5.99280000,1.72846154,0,5.32445000,7.33480385,7.59797500,8.56810000,0,0.01060000,0.38360000,0,0,0,0.00920000,0,0.01500000,0,0,0,0,0.00745000,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-05,0,0,11.96617222,0.16280000,0,0,0,0,0,2.89275714,0,4.03441500,0,2.77990000,13.11405000,0.28202500,7.68410000,0,0,3.06095830,0,9.00750000,0,0.95898767,0,5.48837143,4.71138333,7.99352667,0.70845000,0,0,2.96658750,0,0,0,0,0,0,0,0,0,0,4.47303333,0,0,0,0,0,0.82420000,0,0,0,0,0,0,0
2016-07-06,0,0,11.64052222,0,0,0,0,0,0,4.69693333,0,8.93685714,0,4.11862727,9.04536667,0,3.31740000,0,0,4.81893306,0,24.00000000,0,7.42307130,0,24.00000000,4.43835938,7.73347143,0,0,0,7.98130000,0,0,0,0,0,0,0,0,0,0,3.71088000,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-07,0,0,9.14257778,0,0,0,0,0,0,4.21760000,0,2.10656667,0,1.44971667,8.66028000,0,0.12277500,0,0,7.55059292,5.01030000,18.15830000,0,10.11416418,0,5.18548182,4.16277442,4.18462000,4.77940000,0,0,3.18372857,0,0,0,0,0,0,0,0,0,4.97830000,3.85956667,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-08,0,0,11.44413333,0,0,0,0,0,0.01210000,9.55095000,0,5.94857778,0,1.08470000,8.72884000,0,0.78296667,0.00720000,0,6.72690688,0,0,0,9.78207073,0.00813333,6.39239048,5.53073111,8.97235000,0.36220000,0,0.01530000,1.63732727,0,0,0,0,0.03220000,0,0,0,0,0,4.59652500,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-09,0,0,12.07434211,0,0,0,0,0.01170000,0,6.78916667,0,18.86930000,0,0.34060000,14.67480000,0,0,0,0,9.47011215,0,0,0,10.25699884,0,18.75805714,6.88217600,2.38167500,0.36690000,0,0,4.46500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-10,0,0,11.97446111,0,0,0,0,0,0,9.32250000,0,11.61722857,0,7.18560000,0,0,0,0,0,8.87368094,0,0,0,12.93522727,0,9.87806000,3.79966341,5.37478000,0.07083200,0,0,5.16532500,0,0,0,0,5.45530000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-11,0,0,12.47482500,0,0,0,0,0,0,8.64830000,0,13.30315556,0,22.86670000,8.99425000,0,0,0,0,6.01627067,0,0,0,8.72967436,0,11.73265000,5.17711111,11.58225714,0.11108000,0,0,0.76388000,0,0,0,0,9.69586667,0,0,0,0,0,0,0,0,0,0,0.02017500,0,0,0,0,0,0,0,0
2016-07-12,0,0,19.88553000,0,0,0,0,0,0,0,0,13.55696250,0,0,8.74940000,0,0.28250000,0,0,7.44673425,0,0,0,11.88286078,0,1.24555000,4.60301026,0.88457273,0.61890667,0,0,1.90420000,0,0,0,0.26210000,11.07286667,0,0,0,0,0,0,0,0,0,0,0.02895000,0,0,0,0,0,0,0,0
2016-07-13,0,6.28073333,2.21426667,0,0,0,0,0,7.47890000,5.73000000,0,6.70671290,0,1.00630000,14.22195000,0,1.64917500,0,0,5.49033472,0,0,3.94110000,7.13437848,0,1.27470000,7.78460400,7.47525000,2.26480000,0,0,0.02696154,0,0,0,0.00890000,10.72010000,0,0,0,0,0,0,0,0,0,0,0.05132857,0,0,0,0,0,0,0,0
2016-07-14,0,0,0,0,0,0,0,0,0,0,0,10.61847273,0,9.47945000,8.99606667,0,5.72460000,0,0,5.16012446,0,0,0,11.04629899,0,0.16970000,4.68929688,8.55226667,0,0,0,0.15230769,0,0,0,0,10.01390000,0,0,0,0,0,0,0,0,0,0,0.68030000,0,0,0,0,0,0,0,0
2016-07-15,0,0,12.19125000,0,0,0,0,0,0,0,0,16.10281000,0,18.53600000,6.54495000,0,1.20690000,0,0,6.38408678,0,22.91920000,0,12.12216410,0,0.19890000,5.81342083,5.76980714,0,5.71670000,0,1.84157500,0,0,0,0,15.96190000,0,0,0,0,0,0,0,0,0,0,0.18195000,0,0,0,0,0,0,0,0
2016-07-16,0,0,6.16884167,0,0,0,0,0,0,0,0,14.04562500,0,10.47640000,8.51536667,0,0,0,0,10.39030491,0,24.00000000,0,11.62945823,0,0,3.45086286,8.75608571,10.20140000,13.98830000,0,1.17015000,0,0,0,0,21.32330000,0,0,0,0,0,0,0,0,0,0,0.11560435,0,0,0,0,0,0,0,0
2016-07-17,0,0,21.30066154,0,0,0,0,0,0,0,0,14.12490000,0,7.93830000,2.26546667,0,2.56920000,0,0,8.26250531,0,3.99180000,0,15.77914727,0,0,4.44146538,10.92970000,24.00000000,22.35500000,0,0.02465000,0,0,0,0,18.69610000,0,0,0,0,0,0,0,0,0,0,0.32763333,0,0,0,0,0,0,0,0
2016-07-18,0,0,3.86333333,0,0,0,0,0,0,0,0,7.35465333,0,6.12640000,8.83105000,0,14.20680000,0,0,6.71256108,0,24.00000000,0.01000000,5.64287248,0,5.04000000,3.09857273,7.65304375,13.84110000,0,0,1.69048889,0,0,0,0,0.68446667,0,0,0,0,0,0,0,0,0,0,0.28302778,0,0,0,0,0,0,0,0
2016-07-19,0,0,0,0,0,0,0,0,0,8.04780000,0,9.54357143,0,10.40973333,3.62170000,0,15.81510000,0,0,7.14319294,0,24.00000000,0,6.56056695,0,3.68806000,4.31779348,8.39586000,0,0,0,1.50216154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16992500,1.13046667,0,0,0,0,0,0,0,0
2016-07-20,0,0,0,0,0,0,0,0,0,0.00360000,0,7.29665000,0,12.48265000,8.46280000,0,13.64390000,0,0,4.04447834,0,5.92000000,0,12.44744535,0,5.57892857,3.04923922,11.99378750,0,0,0,0.93682000,0,0,0,0,6.98000000,0,0,0,0,0,0,0,0,0,1.69704545,0.82366667,0,0,0,0,0,0,0,0
2016-07-21,0,0,0,0,0,0,0,0,0,0.00470000,0,3.48005000,0,23.26030000,7.26930000,0,5.30095000,0,0,3.58116303,0,24.00000000,0,7.69651220,0,5.92030000,1.42984107,2.29901731,0,0,0,0.53269000,0,0,0,0,3.30390000,0,0,0,0,0,0,0,0,0,1.59200714,2.03830000,0,0,0,0,0,0,0,0
2016-07-22,0,0,0,0,0,0,0,0,0,0,0,6.60293333,0,0,5.38834444,0,0,0,0,7.00895367,0,15.46440000,0,8.27708182,0,4.99712500,1.31300170,2.84443182,0,0,0.16060000,1.28512917,0,0,0,0,1.32061667,0,0,0,0,0,0,0,0,0,1.41336000,0,0,0,0,0,0,0,0,0
2016-07-23,0,0,0,0,0,0,0,0,0,0.02640000,0,17.79900000,0,0.03940000,8.72867500,0,2.69640000,0,0,11.30616276,0,6.53170000,0,8.51981679,0,14.34290000,4.63420250,2.72450952,0,0,0,0.97489046,0,0,0,0,0.51903673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01940000,0,0,0.01810000,0
2016-07-24,0,0,0,0,0,0,0,0,0,0,0,7.32915000,0,0,20.53060000,0,3.51932222,0,0,8.24611313,0,24.00000000,0,13.25678472,0,5.83673333,4.39418600,6.24382162,0,0,0,0.89143191,0,0,0,0,4.63131250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-25,0,0,0,0,0,0,0,0,0,0.00580000,0,5.42625000,0,0,5.32924000,0,8.45700000,0,0,5.25872453,0,20.51670000,0,4.60422055,0,4.27644091,7.03388308,9.20567500,0,0,0,1.27985211,0,0,0,0,10.98916667,0,0,0,0,0,0.00280000,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-26,0,0,0,0,0,0,0,0,2.27173333,0.00390000,0,20.44250000,0,7.78974545,6.53011250,0,7.96425294,0,0,7.53747302,0,0,0,4.12019240,8.00860000,9.96940000,10.60902286,5.53572500,0,0,0,1.79569545,0,0,0,0,1.37993333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-27,0,0,0,0,0,0,0,0,11.99585000,0,0,17.65622000,0,24.00000000,6.81152500,0,15.97989000,0,0,7.30811257,0,0,4.99190000,8.88154157,9.02000000,3.46666000,6.11362609,9.41541818,0.17390000,0,0,6.25145000,0,0,0,0,7.82805000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-28,0,0.71580000,0,0,0,0,0,0,12.43796667,0,0,4.09734286,0,9.77133750,15.69740000,0,9.53140909,0,0,6.24729005,0,0,0.60690000,5.39807714,0,6.28378000,4.22573448,3.42896452,0,0,0,1.87140000,0,0,0,0,4.36555000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-29,0,6.61690000,0,0,0,0,0,0,11.11645000,0,0,6.21630000,0.44530000,16.14819000,7.11593750,0,19.85495000,0,0,4.97942736,4.84690000,0,0.01080000,13.30393913,0,12.07303333,4.52472105,1.13487333,0,0,0,7.11165349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-30,0,24.00000000,0,0,0,0,0,0,11.44965000,0,0,14.14535000,0,10.17952143,9.78234286,0,8.86706000,0,0,8.10788503,0,0.35176667,0,9.44551515,0,12.58460000,6.04215000,0.92902000,0,0,0,11.97855306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-31,0,17.41640000,0,0,0,0,0,0,15.99723333,0,0,17.82475714,0,24.00000000,7.62156000,0,9.30110000,0,0,11.21120419,0,0.01280000,1.49500000,19.25303448,0,9.89750000,12.33527500,6.96110000,0,0,0,17.81350909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48052000,0,0,0,0,0,0,0,0
---------
