title
"Wait Hours: Per Job: by Node Count"
parameters
"Resource =  SDSC-GORDON"
start,end
2015-08-01,2016-01-31
---------
Day,"[11] Wait Hours: Per Job","[99] Wait Hours: Per Job","[33] Wait Hours: Per Job","[2] Wait Hours: Per Job","[19] Wait Hours: Per Job","[100] Wait Hours: Per Job","[1] Wait Hours: Per Job","[14] Wait Hours: Per Job","[64] Wait Hours: Per Job","[16] Wait Hours: Per Job","[25] Wait Hours: Per Job","[8] Wait Hours: Per Job","[15] Wait Hours: Per Job","[65] Wait Hours: Per Job","[4] Wait Hours: Per Job","[10] Wait Hours: Per Job","[18] Wait Hours: Per Job","[20] Wait Hours: Per Job","[12] Wait Hours: Per Job","[32] Wait Hours: Per Job","[6] Wait Hours: Per Job","[62] Wait Hours: Per Job","[57] Wait Hours: Per Job","[9] Wait Hours: Per Job","[21] Wait Hours: Per Job","[45] Wait Hours: Per Job","[30] Wait Hours: Per Job","[17] Wait Hours: Per Job","[13] Wait Hours: Per Job","[36] Wait Hours: Per Job","[5] Wait Hours: Per Job","[114] Wait Hours: Per Job","[29] Wait Hours: Per Job","[7] Wait Hours: Per Job","[128] Wait Hours: Per Job","[59] Wait Hours: Per Job","[26] Wait Hours: Per Job","[48] Wait Hours: Per Job","[3] Wait Hours: Per Job","[43] Wait Hours: Per Job","[24] Wait Hours: Per Job","[126] Wait Hours: Per Job","[40] Wait Hours: Per Job","[63] Wait Hours: Per Job","[96] Wait Hours: Per Job","[60] Wait Hours: Per Job","[47] Wait Hours: Per Job","[28] Wait Hours: Per Job","[52] Wait Hours: Per Job","[56] Wait Hours: Per Job","[35] Wait Hours: Per Job","[50] Wait Hours: Per Job","[34] Wait Hours: Per Job","[22] Wait Hours: Per Job","[55] Wait Hours: Per Job","[23] Wait Hours: Per Job","[38] Wait Hours: Per Job","[27] Wait Hours: Per Job","[120] Wait Hours: Per Job"
2015-12-12,0,0,0,1.54040769,0,0,30.53176407,0,0.12534000,21.85931667,0,2.78034375,0.51462000,0,7.35227500,0.00000000,0,0,1.43353333,0,0.02170000,0,0,4.59496667,0,0,0,0,0,0,0.00670000,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.73250000,0,0,0,0,0,0,0
2015-12-13,0,0,0,0.01910000,0,0,0.08697390,0,0.01745000,2.56796667,0,0.01898750,0,0,0.02109091,0.00000000,0,0,0.20961714,0.02270000,0.00000000,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0.17906667,0,0,0,0.01803333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-14,0,0,0,12.79719474,0,0,13.40930448,0,25.20140000,23.14918000,0,2.73620769,0,0,5.70352958,0,0,30.72640000,24.58800455,0,11.31600000,0,0,55.53734000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.57940000,0,0,0,46.47360000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-15,0,0,0,0.03038462,0,0,0.30952997,0,0.00000000,0.00417500,0,0.37151667,0,0,0.05111169,0,0,0.00000000,3.04144286,0,0.20811250,0,0,0.90134000,0,0,0,0,0,0,0.05953333,0,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-16,0,0,0,0.07537222,0,0,0.58015238,0,2.88720000,2.93360000,0,0.04865000,0,0,0.49343846,0.22515000,0,0.00000000,15.46733333,0,0,0,0,8.90656000,0,0,0,0,0,0,0,0,0,0.00720000,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-17,0,0,0,0.26303636,0,0,2.62405812,0,0,2.63082500,0,0.00572500,0,0,0.27942283,2.67478000,0,0,7.34750000,0,0,0,0,0.00646667,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00344000,0,0,0,0,0,0,0,0,0,0,0
2015-12-18,0,0,0,0.14816038,0,0,3.45775016,0,1.01690000,4.02913333,0,2.70715000,0,0,4.62416375,10.29280000,0.01060000,0,12.77152500,0.07520000,5.07579167,0,0,17.65708333,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0.01315000,0,0.02220000,0,0.09195000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-19,0,0,0,0.63423600,0,0,2.55351271,0,6.12055000,14.11963333,0,4.88799375,0,0,0.27761481,29.36985000,0,0,38.19174000,1.12957500,7.72942778,0,0,6.32510000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.53830000,0,0,0,0,0.22288000,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-20,0,0,0,0.19713103,0,0,7.77166977,0,4.63750000,0.13160000,0,1.88566000,0,0,6.75541053,6.39377143,0,2.74587143,57.22445000,0.00000000,0.33110000,0,0,6.73335000,0,0,0,0,0,0.00610000,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0,2.35680000,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-21,0,0,0,0.02051600,0,0.00360000,0.09113667,0,0.00500000,0.00930000,0,0.05153636,0,0,0.71448113,0.21970000,0,0,0.79133000,1.03740000,0.03123333,0,0,0.03457143,0,0,0,0.00380000,0,0.00000000,0.04470000,0,0,0.18280000,0,0,0,0,0.00750000,0,0.00570000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-22,0,0,0,0.17721154,0,0.00256667,2.23958866,0,0.00250000,0.00280000,0,0.35928333,0,0,6.46671739,0.00000000,0,0,2.04582857,0.00000000,0.00666667,0,0,0.04365000,0.39070000,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0.16860000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-23,0,0,0,0.01708056,0,4.82360000,3.79058176,0,0.00000000,2.50000000,0,0.20656000,0,0,0.04972340,0,0,0,7.35347500,0.00000000,0.00000000,0,0,0.00453333,0,0,0,0,0,0,0,0,0,0,3.34970000,0,0,0,0.00000000,0,0.00376667,0,0,0,0,0,0,0,0,0,0,0.00440000,0,0,0,0,0,0,0
2015-12-24,0,0,0,0.01147590,0,2.13330000,2.68820891,0,0.00470000,0.82545000,0,0.19687667,0,0,8.51032609,0.60781429,0,0.00488571,12.47965000,0,0.00555000,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0.02250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-25,0,0,0,0.00918421,0,0,0.01160188,0,0.00000000,0.00555000,0,0.01461250,0,0,0.00868333,0.00000000,0,0,0.00000000,0,0.00000000,0,0,0.00730000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-26,0,0,0,0.00831818,0,0,0.01235524,0,0.00405000,0.00326250,0,0.00371429,0,0,0.00730588,0.00375000,0,0,0.00500000,0.00256667,0.00450000,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-27,0,0,0,0.00717778,0,0,0.00671371,0,0.00313333,0.00333333,0,0.01239412,0,0,0.00351429,0.00250000,0,0,0.00000000,0.00280000,0.00295000,0,0,0.00330000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00287500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-28,0,0,0,0.03716774,0,0,0.01081940,0,0.00323333,0.00330909,0,0.01387059,0,0,0.01489815,0.00000000,0,0,0.00360000,0.00306667,20.60853333,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-29,0,0,0,0.39750741,3.67080000,0,0.55650712,0,0.00000000,1.23240000,0,11.04528696,0.00500000,0,3.17699412,0,0,0,0.00000000,0,0.00360000,0,0,0.01140000,0,0,0,0.54113333,0,0,2.44220000,0,0,0,0,0,0,0,0.00570000,0,0,0,0,0,0,0.15905000,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-30,0,0,0,1.00314308,0,0,1.02917170,0,10.62640000,9.75960000,0,26.61526800,0,0,11.63284444,2.96922500,0,0,0,3.30291667,0.37280000,0,0,0.00000000,0,0,0,0.79970000,0,0,0.00000000,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,2.61720000,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-31,0,0,0,4.23870870,0,0,12.08728635,0,0,1.76325000,0,36.49425000,0,0,29.35016230,17.11178000,0,0,0,3.42690000,3.98163333,0,0,11.37440000,0,0,0,2.21500000,0,0,0.85140000,0,5.84860000,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-01,0,0,0,1.02995000,0,0,33.21551634,0,0,0.01000000,0,0.52781429,0,0,26.17804000,0.00000000,0,0,3.23155000,0,0.00000000,0,0,0.00000000,0,0,0,2.87111000,0,0,0.00000000,0,0.00000000,0,0,0,0,0,0.37970000,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-02,5.06530000,0,0,0.44435294,0,0,17.56152802,0,0,0.72640000,0,3.18117000,0,0,0.55551667,6.64975714,0,0,2.46195000,0,5.52860000,0,0,7.82330000,0,0,0,3.08655714,0,0,0,0,0,5.34580000,0,0,0,0,0.36940000,0,0,0,0,0,0,0.28190000,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-03,0,0,0,0.01799783,0,0,0.06103924,0,0,4.09047143,0.00220000,0.00926250,0,0,0.01963333,0.00000000,0,0,0.00310000,0.00680000,0.00871250,0,0,0,0,0,0,1.58040000,0,0,0,0,0,0,0,0,0,0,0.00695000,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0.02080000,0,0
2016-01-04,0,0,0,0.00602264,0,0,1.56797863,0,0.00280000,0.00534000,0.00000000,0.00558462,0,0,0.00612353,0.00358571,0.00470000,0,8.36875000,0.00830000,0.00000000,0,0,0,0,0,0.00250000,15.94780000,0,0,0.00380000,0,0,0.00360000,0,0,0,0,0.00986667,0,0.00520000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0
2016-01-05,0,0,0,0.03428367,0,0,0.02847335,0,0.00420000,0.00372000,0.00420000,0.00383636,0,0,0.01936170,0.00355000,0.00000000,0,0.00387500,0.00510000,0.00360000,0,0,0,0,0,0.00000000,38.08206667,0,0,0.00367500,0,0,0.00000000,0.11060000,0,0.00360000,0.00420000,0.00430000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00360000,0,0
2016-01-06,0,0,0,0.00370759,0,0,0.03856638,0,0.00280000,0.16770000,0.00000000,0.12487368,0,0,0.01093469,0.00295714,0.01561111,0.00420000,0.00278000,0.00280000,0.00415000,0,0,0.00310000,0,0,0,1.37667174,0,0,0.05280000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00390000,0,0
2016-01-07,0,0,0,0.05811717,0,0,0.10519601,0,0,15.30811250,0,0.17905455,0,0,0.44145238,0.42268182,0.71406250,0.00000000,0.00455000,0.00690000,2.79610000,0,0,0.00000000,0,0,0,10.94133636,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0
2016-01-08,0,0,0,0.01512353,0,0,0.46049862,0,0,25.58746667,0,0.08906429,0,0,0.01043846,6.43024286,14.60633000,0,0.01110000,0.01036667,0.01085000,0,0,0.08445000,0,0,0,8.14864706,0,0,0.00890000,0,0,0,0,0,0,0,0.00560000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01560000,0,0
2016-01-09,0,0,0,0.00903089,0,0,1.19642809,0,0,25.34923846,0,5.00084375,0,0,0.00722000,0.00360000,16.38172000,0,0.00305000,0.00485000,0.00000000,0,0,0.00000000,0,0,0,3.20570000,0,0,0.00000000,0,0,0,0,0,0,0,0.00330000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-10,0,0,0,0.01934037,0,0,1.26606777,0,0,0.00468000,0,0.00439412,0,0,0.00583846,0.00000000,23.82195000,0,0.00000000,0,0.00476667,0,0,0.00000000,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-11,0,0,0,0.26905088,0,0,0.46979674,0,0.18440000,0.00360000,0,0.17272941,0,0,0.06751528,0.00884000,7.60406000,0,0.13195000,2.99951176,0.01117143,0,0,0.00580000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-12,0,0,0,2.99915056,0,0,0.55551270,0,0.00000000,5.44390000,0,1.00550588,0,0,0.23213846,3.61863333,2.66195000,0,3.25681667,8.48395000,0.13778571,0,0,0.00250000,0,0,0,0.25210000,0,0,0,0,0,0,0,0,0.24470000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.57030000,0,0,0,0,0,0
2016-01-13,0,0,0,0.63033829,0.66926667,0,0.65580158,0,2.45030000,0.00540000,0,2.12109375,0,0,0.51585000,5.02115714,1.64615714,0,7.40045000,0.81463333,2.07830000,0,0,2.87860000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0
2016-01-14,0,0,0,0.65565657,0,0,0.10670495,0,0,0.00820000,0,1.82884500,0,0,2.11351429,12.61006000,6.75345000,0.35060000,38.57690000,0,2.34790000,0,0,12.14560000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00687500,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03190000,0,0,0,0,0,0
2016-01-15,0,0,0,0.31523871,0,0,0.44679167,0,3.61001429,0.00826667,0,0.22768182,0,0,0.48242222,0.00694000,5.49020000,0.00530000,55.28780000,0.00330000,2.21020000,0,0,0,0,0,0,0,0,0,0,0,0,0,1.51280000,0,0,0,3.02453333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0
2016-01-16,0,0,0,11.02793208,0,0,1.66433652,0,1.50432000,2.51117500,0,1.95928889,0,0,2.76756250,12.12905000,8.40443333,0.00000000,57.74515000,0,0.00580000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00360000,0,0.65540000,0,0,0,0,0,0,0,0,0,0,1.34076667,0,0,0.00000000,0,0,0,0,0,0
2016-01-17,0,0,0,0.17752692,0,0,0.61864286,0,0.00536667,0.00570000,0,0.06408750,0,0,0.06687778,0.37015000,27.87810000,0.00000000,0.00000000,0,0.00670000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0.09685556,0,0,0,0,0,0,0,0,0
2016-01-18,0,0,0,0.02491489,0,0,0.19482799,0,0.00555000,0.00555000,0,0.00500000,0,0,2.71795263,0.00490000,4.44832000,0,12.98030000,0,1.22934000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14970000,0,0.00360000,0,0,0,0,0,0,0,0,0,0,2.63655000,0,0,0,0,0,0,0,0,0
2016-01-19,0,0,0,0.07906435,0,0,0.28063875,0,0.19036667,0.00620000,0,0.66488571,0,0,0.21153659,0.00518667,13.16687500,0,0.00280000,0,0.68085000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-20,0,0,0,3.93636418,0,0,0.76335868,0,5.76330000,0.00590000,0,2.70020833,0,0,7.23293182,2.49882500,20.93957500,0,16.63580000,0,5.19430000,0,0,2.80690000,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000,0,1.07040000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-21,0,0,0,12.44515273,0,0,2.52572732,0,3.60190000,0.77082500,0,2.70379167,0,0,11.30628000,4.03920000,13.55893333,0,4.64280000,0,10.72305833,0,0,1.89220000,0.78610000,0,0,0,0,0,0,0,0,0,0,0,3.20355000,0,0.29335000,0,0,0,0,0,0,0,0,0,0,7.07250000,0,0,0,0,0,0,0,0,0
2016-01-22,0,0,0,0.14470946,0,0,1.85705355,0,1.42765000,1.97673000,0,2.71688571,0,0,7.64755667,10.68410000,7.52662857,0,11.09530000,0,0.00000000,0,0,0,2.49546842,0,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0.50010000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-23,0,0,0,1.36559130,0,0,3.25926066,0,0.54225000,2.05562000,0,1.81403636,0,0,11.87147143,1.77655000,15.77542500,0,0.00000000,0,0.39530000,0,0,0,3.88031304,0,0,0,0,0,0,0,0,0,0,0,0.00360000,0,3.65760000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-24,0,0,0,0.00449024,0,0,3.40275094,0,0.00665000,0.00430000,0,0.00504167,0,0,16.11145625,0.00517000,21.30006667,0,0,0,0.00390000,0,0,0.01101667,9.29639231,0,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0.00356667,0,0,0,0,0,0,0,0,0
2016-01-25,0,0,0,0.13496364,0,0,1.91686283,0,0.00327500,0.01112000,0,0.06589091,0,0,0.65580877,0.00437500,0,0,0.63110000,0.00555000,0.00512222,0,0,0.00401429,4.60552941,0,0,0,0,0,0,0,0,0,0,0,0.00440000,0,0.02237143,0,0,0,0,0,0,0,0,0,0,0.01070769,0,0,0,0,0,0,0,0,0
2016-01-26,0,0,0,2.11194070,0,0,0.72898822,0,1.79900000,0.00546667,0,9.08215882,0,0,16.72632353,6.47066000,0.71750000,0,0.00000000,0,6.56446364,0,0,1.88530000,5.18066250,0,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-27,0,0,0,0.08983750,0,0,1.84238288,0,0.85916667,2.82786667,0,3.74059091,0,0,0.88142755,5.20598750,16.86125000,0,4.89900000,0,9.64100741,0,0,3.93546667,8.70765455,0,0,0.00440000,0,0,0,0,0,0,0,0,0.00000000,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-28,0,0,0,0.01029344,0,0,0.88386844,0,0.00870000,3.68102941,0,0.00597647,0,0,34.44409091,0.00500000,39.67833750,0,0.00595000,0,0.00476667,0,0,0.00580000,6.17281000,0,0,0.00430000,0,0,0,0,0,0,0,0,0,0,0.09475000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-29,0,0,0,0.00886491,0,0,1.51636902,0,0.02142222,0.00500000,0,0.00768750,0,0,2.56224000,0.00478333,7.63585000,0,0.00000000,0,0.00482727,0,0,0.00390000,3.59520000,0,0,0.00560000,0,0,0,0,0,0,0,0,0,0,0.00445000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-30,0,0,0,0.00886714,0,0,2.04551041,0,0.00390000,0.00517500,0,0.00444000,0,0,7.27496491,0.00480000,0,0,0.00510000,0,0.00420000,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00470000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-31,0,0,0,0.00922344,0,0,0.01716439,0,0.00000000,0.80660000,0,0.00838333,0,0,0.35332243,0.00417500,0,0,0.00546667,0,0.01972500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00630000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
---------
