title
"Wait Hours: Per Job: by Node Count"
parameters
"Resource =  SDSC-GORDON"
start,end
2012-08-01,2013-01-31
---------
Day,"[16] Wait Hours: Per Job","[100] Wait Hours: Per Job","[12] Wait Hours: Per Job","[2] Wait Hours: Per Job","[32] Wait Hours: Per Job","[38] Wait Hours: Per Job","[64] Wait Hours: Per Job","[20] Wait Hours: Per Job","[1] Wait Hours: Per Job","[11] Wait Hours: Per Job","[60] Wait Hours: Per Job","[30] Wait Hours: Per Job","[9] Wait Hours: Per Job","[35] Wait Hours: Per Job","[10] Wait Hours: Per Job","[17] Wait Hours: Per Job","[4] Wait Hours: Per Job","[39] Wait Hours: Per Job","[18] Wait Hours: Per Job","[22] Wait Hours: Per Job","[80] Wait Hours: Per Job","[3] Wait Hours: Per Job","[24] Wait Hours: Per Job","[15] Wait Hours: Per Job","[27] Wait Hours: Per Job","[8] Wait Hours: Per Job","[128] Wait Hours: Per Job","[6] Wait Hours: Per Job","[5] Wait Hours: Per Job","[36] Wait Hours: Per Job","[21] Wait Hours: Per Job","[19] Wait Hours: Per Job","[40] Wait Hours: Per Job","[23] Wait Hours: Per Job","[26] Wait Hours: Per Job","[28] Wait Hours: Per Job","[14] Wait Hours: Per Job","[34] Wait Hours: Per Job","[31] Wait Hours: Per Job","[33] Wait Hours: Per Job","[37] Wait Hours: Per Job","[41] Wait Hours: Per Job","[44] Wait Hours: Per Job","[48] Wait Hours: Per Job","[46] Wait Hours: Per Job","[47] Wait Hours: Per Job","[45] Wait Hours: Per Job","[49] Wait Hours: Per Job","[51] Wait Hours: Per Job","[53] Wait Hours: Per Job","[25] Wait Hours: Per Job","[56] Wait Hours: Per Job","[50] Wait Hours: Per Job","[42] Wait Hours: Per Job","[43] Wait Hours: Per Job","[57] Wait Hours: Per Job","[63] Wait Hours: Per Job","[58] Wait Hours: Per Job","[59] Wait Hours: Per Job","[52] Wait Hours: Per Job","[54] Wait Hours: Per Job","[61] Wait Hours: Per Job","[13] Wait Hours: Per Job","[55] Wait Hours: Per Job","[29] Wait Hours: Per Job","[62] Wait Hours: Per Job","[7] Wait Hours: Per Job","[68] Wait Hours: Per Job"
2012-12-07,3.21685000,6.17780000,3.87055000,0.00676111,15.06062500,0.00000000,3.19984000,0.05720000,0.02608202,0,0,0,0,3.84500000,0.70662000,0,0.37900000,0,0,0,0,0.00100000,0,0.00000000,0,0.44857778,0,0,1.83835000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49970000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-12-08,5.08835000,0.00000000,12.39170000,0.01452500,0.00140000,0.00000000,0.28780000,0.00000000,0.01272162,0,0,0,0,0.00000000,0.00000000,0,3.02780000,0,0,0,0,0.01002308,0,0,0,0.52640000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-12-09,0.00190000,0,10.52296667,0.15228846,36.12250000,0.34620000,2.43402800,0.00000000,0.05286742,0,0,0,0,0.21250000,0.47580000,0,0.13544167,0,0,0,0,0.00170000,0,0,0,0.03152500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00190000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-12-10,0.00156667,0,0.00110000,0.04950357,0.00000000,0.00000000,10.27778000,0,0.06028102,0,0,0,0,1.95797500,0.07095000,0,0.08067813,0,0,0,0,0.00563333,0,0,0,0.00563125,0,0.19604167,0.00220000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0.57830000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-12-11,0.24722727,0,20.96940000,0.01570571,1.74504615,2.29240000,0.03210000,0.10770000,0.01040587,0,0,0,0,0.15013333,24.36940000,0,0.05028939,0,0,0,0,0.00190000,0,0,0,0.01414500,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03827500,0,0,0,0.02078333,0
2012-12-12,1.21521176,0,42.89360000,0.07467432,0.45353000,0.11470000,1.23945000,0.00000000,0.16335569,0,0,0,0,0.70666667,0.48352500,0,0.20464872,0,0,0,0,0.00000000,0,0,0,0.03381250,0,0,0.00684000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08030000,0,0,0,0,0,0,0,0,0,0.06406000,0,0,0,0.04812000,0
2012-12-13,23.38195000,0,0.00000000,0.43930370,0.72390000,0.00000000,0.30613333,0.26920000,0.26069204,0,0,0,0,0.00000000,0.01120000,0,0.19027857,0,0,0,0,0,0,2.82140000,0,0.37235000,0,0,0.04415000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-12-14,14.29240000,2.44030000,0,0.05517273,0.00000000,2.14640000,0.38641429,0.11915000,1.12578146,0,0,0,0,0.04240000,1.32866000,0,0.27617222,0,0,0,0,0,0,0,0,0.20703333,0,0.40920000,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-12-15,0,0.00000000,11.67060000,0.04236667,41.56560000,0.00000000,0.75720000,12.59110000,2.63061958,0,0,0,0,7.27370000,13.23042500,0,4.99690000,0,0,0,0,0,0.00720000,0,0,0.79440000,0,0,0,0,0.36830000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-12-16,0.00220000,0.00000000,0.00000000,0.00984615,47.22780000,0.00000000,0,0.12000000,2.81387247,0,0,0,0,0.00000000,32.69830000,0,0.01548750,0,0,0,0,0,0,0,0,0.00375000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-12-17,0.69668333,0,6.63576667,0.91198333,62.74220000,0.02416667,0.21311481,0.00515000,0.11204198,0,0,0.00580000,0.00530000,0.46370000,0.00440000,0,0.23843158,0,0,0,0,0.02665238,0,0,0,0.00000000,0,0,0,4.09792500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-12-18,2.53340000,0,40.06060000,0.09520984,0.00000000,0.00000000,0.63354444,0.00000000,0.09026636,0,0,18.05330000,9.48430000,2.45680000,0.00000000,0,6.27596667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-12-19,0.02734000,0,0.00000000,0.10095652,0,0.00000000,4.72438000,0.01250000,0.03448193,0,0,0,0.00000000,0.00000000,0.00000000,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-12-20,3.34070000,0,21.11310000,3.98234138,49.46050000,25.37020000,3.19991250,31.76326667,14.83796066,0,0,0,19.26360000,26.95000000,0,0,30.28360000,0,0,0,0,0,19.04000000,0,0,0.91640000,0,0,0,0,1.95060000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24470000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-12-21,0.00000000,0,40.51500000,0.01078333,1.99470000,0.00000000,3.25160000,0.00000000,0.02194948,0,0,3.70390000,0.00000000,0.95180000,0,0,0.00000000,0,0,0,0,0,0,0.09820000,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-12-22,18.58000000,0,4.85063333,0.03360000,126.61060000,5.07180000,14.20729412,0,3.04937778,0,0,0.00000000,0,5.26110000,4.25580000,0,0.00000000,0,3.18780000,0,0,0,0,4.71060000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-12-23,3.31403333,0,1.81500000,0.00560000,9.53000000,2.02845000,12.06585000,0,0.13846901,0,0,0.00000000,0,1.96016000,0.00000000,0,0,0,0.00000000,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-12-24,1.18210000,0,0,0.00215000,0.09030000,0.00000000,2.67500000,0,3.80060813,0,0,0,0,0.10573333,0,0,0.03545000,0,0,0,0,0.00205000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-12-25,0.00080000,0,0.00170000,0.00140000,0.00000000,0,0.08360000,0,8.41170938,0,0,0,0,0,0,0,0.00265000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-12-26,3.27430000,0,0.08507500,0.00540952,0,0,0.03445000,0,10.32994855,0,0,0,0,0.02546667,0,0,0.01296667,0,0,0,0,0,0,0,0,0,0,0,0.00280000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00220000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-12-27,8.42740000,0,0.90760000,0.00748889,0,0,0.00243333,0,1.50242007,0,0,0,0,0.00000000,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00060000,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-12-28,3.12488000,0,8.62422000,0.00092000,0.00085000,0,0.04518000,0,4.62755633,0,0,0,0,0.00436667,0,0,0.01983333,0,0,0,0,0,0,0,0,0.00097500,0,0,0.00210000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0.00111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-12-29,0,0,0.05780000,0.00210000,0.66323333,0,0.00000000,0,8.31763281,0,0,0,0,0.00000000,0,0,0.00190000,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-12-30,0.00190000,0,19.86860000,0.00085000,1.43786667,0,0.01054286,0,9.09639764,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-12-31,0.00110000,0,55.88852500,0.00000000,2.07540000,0,0.02103333,0,26.96031176,0,0,0,0,0,0.00140000,0,0.00330000,0,0,0,0,0,0,0,0,0.00172500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-01,0.00170000,0,77.75440000,0.00000000,11.19796667,0,0.00110000,0,4.72822936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-02,0.00125000,0,0.04598182,0.00107778,9.00512000,0.00120000,0.00150000,0,4.68887731,0,0,0,0,0,0.01542500,0,0,0,0,0,0,0,0,0,0,0.00180000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01087895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-03,0.00660000,0,2.60469091,0.00777778,6.22662000,0.00000000,0.02513750,0,2.61168413,0,0,0,0,0,0.00100000,0,0.00095000,0,0,0,0,0,0,0,0,0.00000000,0,0.04103333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01505000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-04,0.00000000,0,14.05405000,0.01508750,6.29492500,0.05720000,0.11140000,0,7.39442914,0,0,0,0,0.02156667,0.00000000,0,0.00030000,0,0,0,0,0,0,0,0,0.00098182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00535000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-05,0,0,14.69780000,0.00152500,19.61500000,0,0.00146667,0,8.94214013,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-06,0.00157500,0,0.00000000,0.01864524,18.75716000,0.00102000,0.00000000,0,2.77082943,0,0,0,0,0,0,0,0.00110000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08610000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-07,0.00000000,0,96.27390000,0.00564615,103.72240000,0.00056667,0.01275000,0,3.41733964,0,0,0,0,0.00286667,0,0,0.00180000,0,0,0,0,0,0,0,0,0.26345000,0,0.00115000,0.00110000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00056667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-08,0.00105000,0,115.51670000,0.00994286,9.32443333,0.29893750,0.29153529,0,10.14821907,0.00290000,0,0,0,0.00000000,0,0,0.00945714,0,0,0,0,0,0,0,0,0.00195000,0,0.00235000,0.00055000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-09,2.52348571,0,0.03015000,0.00100000,8.19288000,0.00000000,0.90754286,0,8.56699420,0.00160000,0,0,0,0,0,0,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-10,0.28625000,0,19.20250000,0.02175946,0.09303333,0.44633333,0.00190000,0.00255000,14.78195397,0.00110000,0,0,0,0,0.49042857,0,0.00330000,0,0,0,1.41343333,0,0,0,0,0,0.59103333,0,0.19069000,0,0,0,0.85345000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-11,0.01946667,0,38.46500000,0.00884444,0.00265000,0.00000000,0.03811000,0,6.36635905,0.00000000,0,0,0,0,0,0,0.00110000,0,0,0,0,0.00220000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-12,0.00000000,0,0.00000000,0.00085000,24.04830000,0,0.37140000,0,0.00607018,0,0,0,0,0,0,0,0.00000000,0,0,0,0,0.00335000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-13,0.06588000,0,0,0.00000000,0.00310000,0,0.02491250,0,0.02403664,0,0,0,0,0,0,0,0.00060000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-14,0.00130000,0,77.62610000,0.01206000,0.00220000,0,0.04996154,0,0.00810849,0,0,0,0,0,0,0,0.00118750,0,0,0,0,0.04667778,0.00060000,0,0,0.00140000,0,0.00080000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01377143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-15,0.00090000,0,0.00190000,0.06460000,0.00351667,0,1.80421667,0,0.08141754,0,0,0,0.00095000,0,0.00110000,0,0.00000000,0,0.53190000,0,0,0.00386800,0,0,0,0.00341200,0,0,0,0,0,0,0,0,0,0,0.00170000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00140000,0
2013-01-16,0.00000000,0,15.26280000,0.07054000,18.36610000,0.02233333,0.00170000,0,0.49884474,0,0,0,0.00000000,0,0,0,0.60018333,0,0,0,0,0.45977273,0,0,0,1.71844000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-17,23.64030000,0,0.00000000,0.01560000,0.00000000,0.00000000,3.36898333,0,0.74067468,0,0,0,6.01140000,0,0,0,0.00000000,0,0,0,0,0.88646667,0,0,0,4.24000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-18,0,0,0,0.00812857,0.00000000,14.27580000,23.54745455,0,5.71654181,0,0,0,26.29220000,0,0,0,1.19664667,0,0,0,0,0.00000000,0,0,0,4.12515000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-19,55.51593333,0,0.03695000,0.00766667,21.51860000,0,33.40932857,0,13.06868328,0,0,0,13.59785000,0,0,0,8.60124211,0,0,0,0,10.39638000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.15360000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-20,12.55364286,0,0.00000000,0.00186667,0.00000000,0,0.01577500,0,0.14973876,0,0,0,0.00000000,0,0,0,0.00140000,0,0,0,0,0.00000000,0,0,0,0.00140000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-21,0.00163333,0,0.05750000,0.01068333,0.00108000,0,0.05860000,0,0.01696500,0,0,0,0.00135000,0,0,0,0.00207500,0,0,0,0,0.01555000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-22,0.00763000,0,17.66080000,0.00128182,0.01294000,0,0.00138000,0,0.01305697,0,0,0,0.00000000,0,0,0,0.00140000,0,0,0,0,0.00000000,0,0,0,0.00781111,0.00180000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-23,0.00292500,0,31.09686667,0.00179091,0.01532500,0,0.01852000,0,0.00293090,0,0,0,0.01515000,0,0,0,0.00137500,0,0,0,0,0.00105556,0,0,0,0.02366000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00292903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-24,0.75282727,0,77.41750000,0.08125333,0.17055000,0.12306000,0.43330000,0,0.08929004,0,0,0,0.00116667,0,0,0,0.15140000,0,0,0,0,0.00000000,0,0,0,0.22450000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11915833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-25,0.07115000,0,0.00000000,0.00129500,0.00205000,0,0.01649375,0,0.00590364,0,0,0,0.00000000,0,0,0,0.00178333,0,0,0,0,0.00102857,0,0,0,0.00125000,0,0.00130000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00586053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-26,0.32940000,0,0,0.55513636,0.00000000,0,0.03091176,0,0.25353735,0,0,0,0.00000000,0,0,0,0.13560000,0,0,0,0,0.01515556,0,0,0,0.00000000,2.13080000,1.28938000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-27,0.60083333,0,0.00080000,0.02457027,0.29390000,0.00290000,0.08735385,0,0.38150087,0,0,0,3.26952500,0,0,0,0.04364375,0,0,0,0,0.00030000,0,0,0,0.00190000,0.02005000,0.70965000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-28,0.00080000,0,0.00000000,0.00332500,0.00000000,0.00000000,0.35852222,0,0.02481793,0,0,0,0.00166250,0,0,0,0.21148889,0,0,0,0,0.00156250,0,0,0,0.00140000,2.05840000,0.33962500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00155000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-29,3.81980000,0,0.00000000,0.55394583,3.93975000,2.26153333,0.69945833,0,0.30341290,0,0,0,0.03600000,0,0,0,0.60131228,0,0,0,0,0.01503000,0,0,0,8.13970000,1.27333333,2.75877143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05164091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-30,5.74845556,0,0.00180000,0.04669565,0.61365000,3.05155000,0.30586486,0,0.37534858,0,0,0,0.00000000,0,0,0,0.03456818,0,0,0,0,0.00225000,0,0,0,0.00530000,0.00560000,2.68125000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04214000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-31,3.19343333,0,0.00000000,0.52898108,5.41250000,9.93656667,6.04486000,0,3.34075060,0,0,0,28.65970000,0,0,0,0.29888571,0,0,0,0,3.68348333,0,0,0,15.83250000,1.71750000,6.50710000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00170000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
---------
