title
"Wall Hours: Per Job: by Node Count"
parameters
"Resource =  SDSC-GORDON","Queue =  normal"
start,end
2015-08-01,2016-01-31
---------
Day,"[10] Wall Hours: Per Job","[34] Wall Hours: Per Job","[15] Wall Hours: Per Job","[38] Wall Hours: Per Job","[9] Wall Hours: Per Job","[120] Wall Hours: Per Job","[26] Wall Hours: Per Job","[33] Wall Hours: Per Job","[24] Wall Hours: Per Job","[36] Wall Hours: Per Job","[7] Wall Hours: Per Job","[30] Wall Hours: Per Job","[6] Wall Hours: Per Job","[48] Wall Hours: Per Job","[25] Wall Hours: Per Job","[64] Wall Hours: Per Job","[11] Wall Hours: Per Job","[32] Wall Hours: Per Job","[20] Wall Hours: Per Job","[12] Wall Hours: Per Job","[2] Wall Hours: Per Job","[40] Wall Hours: Per Job","[4] Wall Hours: Per Job","[60] Wall Hours: Per Job","[5] Wall Hours: Per Job","[96] Wall Hours: Per Job","[16] Wall Hours: Per Job","[8] Wall Hours: Per Job","[28] Wall Hours: Per Job","[17] Wall Hours: Per Job","[1] Wall Hours: Per Job","[63] Wall Hours: Per Job","[14] Wall Hours: Per Job","[45] Wall Hours: Per Job","[19] Wall Hours: Per Job","[3] Wall Hours: Per Job","[59] Wall Hours: Per Job","[57] Wall Hours: Per Job","[100] Wall Hours: Per Job","[18] Wall Hours: Per Job","[29] Wall Hours: Per Job","[99] Wall Hours: Per Job","[43] Wall Hours: Per Job","[13] Wall Hours: Per Job","[50] Wall Hours: Per Job","[21] Wall Hours: Per Job","[47] Wall Hours: Per Job","[27] Wall Hours: Per Job","[22] Wall Hours: Per Job","[114] Wall Hours: Per Job","[55] Wall Hours: Per Job","[128] Wall Hours: Per Job","[35] Wall Hours: Per Job","[52] Wall Hours: Per Job","[23] Wall Hours: Per Job","[126] Wall Hours: Per Job","[56] Wall Hours: Per Job","[65] Wall Hours: Per Job","[62] Wall Hours: Per Job"
2015-12-12,24.00000000,0,0.08184000,0,4.91277500,0,0,0,0,0,9.25235000,0,3.22640000,0,0,2.09430000,0,0,0,1.61985000,7.65636818,0,14.91552388,0,0.00420000,0,4.48067143,5.57772500,0,0,9.25742846,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-13,2.24030000,0,0,0,1.20860000,0,0,0,0,0,0,0,20.54030000,0,0,6.77885000,0,1.03814286,0,4.51040000,0.70296190,0,10.92613500,0,0,0,5.86580000,4.90789000,0,0,7.61950000,0,0,0,0,0.37276667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13623333,0,0,0,0,0,0,0
2015-12-14,0,0,0,0,3.58662000,0,0,0,0,0,0,0,2.42640000,0,0,3.58780000,0,0,3.58780000,1.95782679,1.19545128,3.58830000,2.00407763,0,0,0,0.85572000,1.37465333,0,0,3.60307581,0,0,0,0,0.41080000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-15,0,0,0,0,13.62606000,0,0,0,0,0,0,0,0.22393200,0,0,10.35750000,0,0,24.00000000,3.88291429,6.45235000,24.00000000,14.95455896,0,0.04723333,0,4.06884000,6.90447000,0,0,4.18632254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-16,3.31640000,0,0,0,19.13217000,0,0,0,0,0,13.97420000,0,0,0,0,0.07390000,0,0,20.46500000,5.88542727,8.12813333,20.49030000,15.18036357,0,0,0,2.54540000,2.76293333,0,0,4.37807305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-17,8.48745714,0,0,0,8.28558182,0,0,0,0,0,24.00000000,0,0,0,0,0,0,0,0,5.02414286,6.48410968,0,13.97265566,0,0,0,4.97268333,1.22636667,0.54640000,0,5.70437359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-18,19.92872857,0,0,0,10.68916667,0,0,0,0.07355000,0,10.03530000,0,1.68620833,0,0,4.70670000,0,0.85977143,0,7.46873333,4.70101940,0.08430000,14.27717778,0,0,0,2.61329000,0.73086250,0,0,5.04729908,0,0,0,0,0.03055000,0,0,0,8.53720000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-19,14.20791667,0,0,0,10.67628750,0,0,0,21.38560000,0,0,0,1.85657600,0,0,20.64960000,0,5.05938000,0,8.35721250,10.12322121,0,9.11036617,0.11856000,0,0,6.02102500,2.92129375,0,0,7.51609694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-20,7.12631429,0,0,0,10.85706000,0,0,0,9.02500000,1.79780000,0,0,0.02186667,0,0,18.29250000,0,24.00000000,15.19984286,12.27528000,6.57761778,0,10.94169211,4.59900000,0,0,1.42444000,2.06595000,0,0,9.35447112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-21,21.00070000,0,0,0,6.68656667,0,0,0,0.33040000,19.47190000,0.00330000,0,4.98055000,0,0,4.75433333,0,7.30583333,0,5.03242500,3.84937935,0,10.73998571,0,0.00310000,0,0.04515000,3.71456923,0,1.28805000,5.90337834,0,0,0,0,2.49880000,0,0,1.92265000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-22,16.90408571,0,0,0,10.72062857,0,0,0,0,0,0,0,12.10378333,0,0,10.29695000,0,24.00000000,0,12.65883000,8.06773333,0,11.02710833,0,0,0,0.04790000,1.17053889,0,0.38610000,4.59506315,0,0,0,0,11.88097500,0,0,2.13056667,0,0,0,0,0,0,1.19350000,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-23,0,0,0,0,12.20970000,0,0,0,5.72776667,0,0,0,23.67735000,0,0,24.00000000,0,6.32250000,0,8.28937857,5.70092549,0,7.44191695,0,0,0,0.04655000,5.59495385,0,0,4.73728228,0,0,0,0,24.00000000,0,0,2.40170000,0,0,0,0,0,7.15030000,0,0,0,0,0,0,1.53830000,0,0,0,0,0,0,0
2015-12-24,10.95325714,0,0,0,14.89755000,0,0,0,4.44812500,0,0,0,11.62953333,0,0,10.40665000,0,0,15.04837143,12.95430000,1.92293298,0,13.31862742,0,0,0,0.77173750,6.55610303,0,0,4.35358208,0,0,0,0,17.72155000,0,0,0.87830000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-25,24.00000000,0,0,0,19.47680000,0,0,0,12.18140000,0,0,0,5.41970000,0,0,24.00000000,0,0,0,8.42010000,3.04672609,0,9.89820000,0,0,0,0.04515000,9.46864091,0,0,10.49087778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-26,9.30313529,0,0,0,0.67362000,0,0,0,0,0,0,0,2.91975000,0,0,7.19870000,0,4.95536667,0,20.69530000,2.18353714,0,6.59663478,0,0,0,1.52333750,1.95932222,0,0,8.13327031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-27,20.73785714,0,0,0,13.50670000,0,0,0,0,0,0,0,2.29783333,0,0,6.12222500,0,16.04813333,0,13.68670000,4.58914348,0,5.04290000,0,0,0,3.79605000,6.22182222,0,0,7.96270297,0,0,0,0,7.86952500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-28,13.68120000,0,0,0,24.00000000,0,0,0,0,0,0,0,9.23480000,0,0,7.99367500,0,3.50328000,0,9.06470000,3.35936286,0,10.50728000,0,0,0,3.17451667,2.17399324,0,0,9.69665107,0,0,0,0,24.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-29,0,0,0.00710000,0,11.96155000,0,0,0,0,0,0,0,11.10797500,0,0,19.80585000,0,0,0,23.03860000,4.82839833,0,17.70471746,2.42085000,1.43940000,0,1.01875000,14.08867455,0,0.11760000,8.16395798,0,0,0,0.00500000,11.98242500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-30,8.36277500,0,0,0,16.18220000,0,0,0,0,0,0,0,0.17860000,0,0,8.85500000,0,2.29865000,0,0,6.03589775,0,11.53099136,9.09375000,1.59720000,0,0.90205714,13.86560189,0,0.96625000,7.86153165,0,0,0,0,24.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-31,20.34875000,0,0,0,20.11500000,0,0,0,0,0,0,0,7.12778333,0,0,0,0,3.27271111,0,0,16.07805714,0,10.24988161,24.00000000,8.45140000,0,2.17848571,12.84551509,0,0.53548750,8.55119572,0,0,0,0,10.43015000,0,0,0,0,3.40030000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-01,19.83448750,0,0,0,24.00000000,0,0,0,0,0,0,0,4.09860000,0,0,0,0,0,0,0.13405000,10.40114528,0,18.96222195,23.53920000,9.57060000,0,0.28430000,12.60106071,0,0.59567000,9.06030846,0,0,0,0,0.00280000,0,0,0,0,1.01940000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-02,5.00620000,0,0,0,2.03070000,0,0,0,0,0,0.17530000,0,0.19110000,0,0,0,0.13920000,0,0,1.22820000,8.82687500,0,14.56466032,23.44580000,0,0,0.01750000,7.27052174,0,1.04468750,5.73536864,0,0,0,0,0.03080000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-03,24.00000000,0,0,10.05310000,0,0,0,0,0,0,0,0,1.99687500,0,8.39220000,0,0,0.05735000,0,16.36500000,4.45960678,0,2.91266957,18.29250000,0,0,1.78607143,3.98293333,0,1.03962667,2.44369331,0,0,0,0,9.98648750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-04,10.47583846,0,0,24.00000000,0,0,0,0,0.03765000,0,20.63470000,5.20780000,19.75390000,0,24.00000000,0.11560000,0,0.17005000,0,9.37015000,12.33773108,0,8.24257941,0,2.44166667,0,1.06031250,1.41922143,0,1.70977857,13.83800690,0,0,0,0,22.37666667,0,0,0,4.69860000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-05,8.83786667,0,0,12.01030000,0,0,3.90210000,0,0,0,22.31830000,4.81810000,3.99805000,0.04690000,11.85875000,3.08265000,0,0.06406667,0,14.51628000,7.72548427,0,8.52306164,0,6.26023333,0,3.98024000,2.77411667,0,2.04964000,7.68701491,0,0,0,0,1.40312857,0,0,0,7.10610000,0,0,0,0,0,0,0,0,0,0,0,0.27190000,0,0,0,0,0,0,0
2016-01-06,3.25501111,0,0,6.04555000,5.44280000,0,0,0,0,0,0,0,7.64985000,0,2.68970000,0.15330000,0,0.19060000,14.89580000,3.59845556,3.34463700,0,0.69267600,0,7.40835000,0,5.25790000,3.89449000,0,0.51722391,5.44606522,0,0,0,0,0,0,0,0,1.86285556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-07,6.50190714,0,0,24.00000000,24.00000000,0,0,0,0,0,0,0,12.68875000,0,0,0,0,0.02140000,18.55000000,11.38316667,8.17943628,0,2.71555412,0,24.00000000,0,3.78109474,5.49738750,0,1.93020833,12.44052343,0,0,0,0,0,0,0,0,1.48142500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-08,17.25663077,0,0,6.45875000,10.18536667,0,0,0,0,0,0,0,12.28990000,0,0,0,0,0.08140000,0,7.81490000,9.01478588,0,13.91113684,0,11.80195000,0,4.95069444,5.33133889,0,1.19362222,9.49385421,0,0,0,0,11.97190000,0,0,0,2.10404545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-09,15.62173333,0,0,0,24.00000000,0,0,0,0,0,0,0,17.26000000,0,0,0,0,0.33585000,0,6.29390000,12.84443179,0,5.15944444,0,24.00000000,0,2.93312222,6.82047619,0,1.57170000,10.83831701,0,0,0,0,6.44940000,0,0,0,3.99611667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-10,7.72422500,0,0,0,16.95610000,0,0,0,0,0,0,0,6.18447143,0,0,0,0,0,0,11.06170000,7.29679886,0,5.72157759,0,11.57610000,0,0.17212000,4.33430000,0,0,10.37154514,0,0,0,0,0,0,0,0,2.58155714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-11,5.06975806,0,0,0,22.23000000,0,0,0,0,0,0,0,3.43013529,0,0,1.26443333,0,1.42841765,0,4.30305000,7.31616949,0,6.04144242,0,0,0,0.74150000,5.39208571,0,0,6.79524964,0,0,0,0,0,0,0,0,3.00440000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-12,22.32592857,7.12860000,0,0,16.81905000,0,0.00280000,0,0,0,0,0,9.91538000,0,0,10.73640000,0,1.73902500,0,3.86193333,9.21689570,0,10.30081667,0,0,0,0.07690000,8.08955909,0,0.72758182,8.88012222,0,0,0,0,0,0,0,0,5.20193333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-13,12.56409048,24.00000000,0,0,9.36806667,0,0,0,0,0,0,0,17.50162857,0,0,0.57500000,0,0.20686667,0,8.65555000,11.37313067,0,2.82667857,0,0,0,0.04665000,10.59113448,0,0,7.29343012,0,0,0,0.25620000,0,0,0,0,0.95797143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-14,17.29818667,11.99765000,0,0,16.30310000,0,0,0,0,0,0,0,8.06754000,0,0,0,0,0,6.02280000,17.98470000,10.46539512,0,2.89863750,0,0,0,1.21390000,8.64483125,0,0,7.99736969,0,0,0,0,1.86555000,0,0,0,4.84380000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-15,17.08182941,24.00000000,0,0,0,0,0,0,0,0,0,0,9.92250000,0,0,1.86860000,0,9.04060000,17.66640000,9.04695000,14.11414703,0,3.11220500,0,0,0,0.33860000,10.15673500,0,0,9.47854532,0,0,0,0,0.10666667,0,0,0,3.60838000,0,0,0,0,0,0,0,0,0,0,0,0.01580000,0,0,0,0,0,0,0
2016-01-16,11.71377647,14.02190000,0,0,0,0,2.41190000,0,0,0,0,0,9.26125000,0,0,9.24792500,0,0,21.01530000,8.39040000,11.89176089,0,4.86361176,0,0,0,2.73887500,8.44719444,0,0,9.27676309,0,0,0,0,0.03515000,0,0,0,4.71480000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00916667,0,0
2016-01-17,15.02609412,0,0,0,0,0,24.00000000,0,0,0,0,0,0.03830000,0,0,12.06861250,0,0,12.71690000,24.00000000,13.26467468,0,7.48398462,0,0,0,0.04735000,2.76503333,0,0,10.92246214,0,0,0,0,0,0,0,0,3.31805714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01638889,0,0
2016-01-18,16.46770000,0,0,0,0,0,11.85915000,0,0,0,0,0,5.29159000,0,0,5.78597500,0,0,0,5.49060000,5.56700580,0,7.31010000,0,0,0,5.44500000,5.73544286,0,0,9.50136724,0,0,0,0,0.04190000,0,0,0,3.50844000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00313333,0,0
2016-01-19,10.48285455,0,0,0,0,0,24.00000000,0,0,0,0,0,12.66636250,0,0,3.73668889,0,0,0,11.49720000,4.47767674,0,9.30362500,0,0,0,5.02792500,11.33834000,0,0,8.47540903,0,0,0,0,0,0,0,0,2.31426667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-20,17.42733333,0,0,0,0.00330000,0,21.99780000,0,0,0,0,0,4.89328750,0,0,10.32020000,0,0,0,11.41710000,7.87636083,0,11.64526095,0,0,0,4.60144000,8.62926500,0,0,7.42155685,0,0,0,0,1.05338000,0,0,0,4.38634000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-21,15.99301429,0,0,0,3.79220000,0,4.49832500,0,0,0,0,0,15.05545500,0,0,13.28130000,0,0,0,8.48110000,10.16622216,0,14.10535000,0,0,0,0.83180000,5.48996667,0,0,5.87746137,0,0,0,0,0.58015000,0,0,0,3.04040000,0,0,0,0,0,0.26750000,0,0,0,0,0,0,0,0,0,0,0.01530000,0,0
2016-01-22,17.21278000,0,0,0,0,0,24.00000000,0,0,0,0,0,23.07035333,0,0,3.19067143,0,0,0,7.42603333,12.65968282,0,8.04371250,0,0,0,1.23265455,2.30571765,0,0,7.26943549,0,0,0,0,8.37401429,0,0,0,2.58083750,0,0,0,0,0,0.36127368,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-23,20.60752143,0,0,0,0,0,11.10186667,0,0,0,0,0,8.83732273,0,0,12.18355000,0,0,0,2.62220000,9.83241648,0,13.53080405,0,0,0,1.61880000,3.35014615,0,0,8.80513145,0,0,0,0,7.74435000,0,0,0,4.64856000,0,0,0,0,0,0.72235000,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-24,9.29887273,0,0,0,1.49885000,0,24.00000000,0,0,0,0,0,23.23226429,0,0,9.51121667,0,0,0,0,5.14271957,0,13.44005139,0,0,0,0.04485000,3.05676429,0,0,7.66993835,0,0,0,0,18.69896667,0,0,0,3.24202500,0,0,0,0,0,1.61744286,0,0,0,0,0,0,0,0,0,0,0.05240000,0,0
2016-01-25,16.26783125,0,0,0,4.32617778,0,11.72180000,0,0,0,0,0,11.28102188,0,0,9.41892500,0,0.03180000,0,0.10320000,4.43923810,0,5.18239844,0,0,0,0.04738000,5.39091667,0,0,6.63563179,0,0,0,0,3.16688750,0,0,0,0,0,0,0,0,0,0.53203143,0,0,0,0,0,0,0,0,0,0,0.07352308,0,0
2016-01-26,12.99955000,0,0,0,13.32210000,0,24.00000000,0,0,0,0,0,15.03582222,0,0,13.17506000,0,0,0,13.70280000,4.00718000,0,12.34492576,0,0,0,0.87526667,8.82926800,0,0,8.40674750,0,0,0,0,17.63930000,0,0,0,5.13640000,0,0,0,0,0,1.84066250,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-27,11.54696000,0,0,0,8.04056667,0,14.28670000,0,0,0,0,0,13.09451087,0,0,9.12398333,0,0,0,3.98430000,2.55467551,0,3.53916357,0,0,0,0.41128333,10.16099706,0,5.52860000,5.64997749,0,0,0,0,4.56310000,0,0,0,4.13928000,0,0,0,0,0,1.56480000,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-28,16.15413636,0,0,0,7.48636667,0,0,0,0,0,0,0,17.75200313,0,0,4.60861667,0,0,0,10.10896667,5.97292273,0,5.65823636,0,0,0,1.51779444,10.24706765,0,5.20210000,3.72559909,0,0,0,0,2.92143333,0,0,0,2.62567778,0,0,0,0,0,1.64870909,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-29,13.53782727,0,0,0,11.98155000,0,0,0,0,0,0,0,11.20184286,0,0,2.64546000,0,0,0,9.29600000,7.74956500,0,6.92283500,0,0,0,4.83062000,6.27593529,0,8.20750000,6.35746426,0,0,0,0,12.67116000,0,0,0,5.03286667,0,0,0,0,0,1.55648750,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-30,16.36830909,0,0,0,9.02000000,0,0,0,0,0,0,0,19.56732105,0,0,3.82223333,0,0,0,3.23556667,6.18321238,0,5.95311563,0,0,0,0.79843333,7.75889000,0,0,8.18408717,0,0,0,0,2.16710000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-31,13.24217500,0,0,0,0,0,0,0,0,0,0,0,12.58438571,0,0,15.75330000,0,0,0,5.57888333,4.34396286,0,8.73714307,0,0,0,2.51106364,7.46926429,0,0,6.20263642,0,0,0,0,7.34733333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
---------
